Messmodul	OFT
Versuchsart	Standardversuch	mit Standard-Messplattform
Start des Versuchs	28.01.2025 16:25:21
Ende des Versuchs	28.01.2025 16:25:31
Versuchsdauer	10	Sekunden	00:00:10
Bemerkung	
Sachbearbeiter	vel
Versuchsbezeichnung	PI High-Load Modul
Umgebungsbedingungen	
Solltemperatur	0,0	°C
Temperierwartezeit	0	Sekunden	00:00:00
Abtastrate	1000	Hz
Mittelungen	1	Werte
Oberprobe Bezeichnung	Al2O3_K-1
Oberprobe Beschichtung	
Oberprobe Lieferant	
Oberprobe Geometrie	Kugel D = 3 mm
Oberprobe Bemerkung	
Unterprobe Bezeichnung	KS_35-mm_1
Unterprobe Beschichtung	
Unterprobe Lieferant	
Unterprobe Geometrie	
Unterprobe Bemerkung	Keramikstreifen 35 mm
Schmierstoff verwendet	Ja
Schmierstoff Bezeichnung	Fett PhysikInstrumente
Schmierstoff Menge	
Schmierstoff Lieferant	
Schmierstoff Bemerkung	
Hub Exzenter	1,0	mm
Startdrehzahl	600	U/min
Startbelastung	10	N
Probenwinkel	0,00	°
Probenradius	90,00	mm

Versuch mit Stufen	Nein

Anzahl Datensätze	10016

Nummer	Zeit	Reibungskraft	Belastung	Reibungsmoment	Reibungszahl	Verschleiss	Temperatur	Position	Drehzahl	Externer Eingang 1	Externer Eingang 2	Externer Eingang 3	RK OFT Links	RK OFT Rechts	RK SOP Links	RK SOP Rechts	Belastung Links	Belastung Rechts
9	0,009	1,08	10,75	0	0,10010	0,000	33,4	1,10	600,0	22,336	-0,002	-0,0014	-1,93	1,46	0,33	-0,82	5,37	5,39
10	0,010	1,37	10,74	0	0,12725	0,000	33,4	1,04	600,0	22,342	-0,002	-0,0014	-2,09	1,29	0,33	-0,81	5,33	5,41
11	0,011	1,54	10,77	0	0,14338	0,000	33,4	0,98	600,0	22,339	-0,002	-0,0014	-2,18	1,14	0,30	-0,78	5,33	5,44
12	0,012	1,69	10,75	0	0,15692	0,000	33,4	0,93	600,0	22,345	-0,002	-0,0012	-2,28	1,04	0,32	-0,79	5,31	5,44
13	0,013	1,70	10,72	0	0,15864	0,001	33,4	0,87	600,0	22,351	-0,002	-0,0013	-2,31	1,00	0,32	-0,82	5,29	5,42
14	0,014	1,66	10,76	0	0,15410	0,001	33,4	0,81	600,0	22,345	-0,001	-0,0013	-2,34	1,01	0,30	-0,82	5,29	5,46
15	0,015	1,63	10,68	0	0,15285	0,001	33,4	0,75	600,0	22,339	-0,002	-0,0014	-2,36	1,00	0,32	-0,86	5,25	5,42
16	0,016	1,62	10,64	0	0,15255	0,000	33,4	0,70	600,0	22,342	-0,002	-0,0012	-2,37	0,97	0,29	-0,84	5,22	5,42
17	0,017	1,55	10,68	0	0,14480	0,000	33,4	0,65	600,0	22,342	-0,002	-0,0013	-2,34	0,97	0,26	-0,90	5,23	5,44
18	0,018	1,56	10,70	0	0,14555	0,001	33,5	0,59	600,0	22,339	-0,002	-0,0011	-2,36	0,92	0,26	-0,87	5,22	5,48
19	0,019	1,51	10,66	0	0,14190	0,001	33,4	0,54	600,0	22,348	-0,001	-0,0014	-2,36	0,92	0,23	-0,90	5,18	5,48
20	0,020	1,50	10,68	0	0,14034	0,001	33,4	0,49	600,0	22,345	-0,002	-0,0013	-2,36	0,89	0,23	-0,90	5,18	5,50
21	0,021	1,56	10,60	0	0,14669	0,000	33,4	0,45	600,0	22,333	-0,002	-0,0014	-2,40	0,83	0,20	-0,89	5,10	5,50
22	0,022	1,54	10,54	0	0,14609	0,000	33,4	0,41	600,0	22,333	-0,002	-0,0013	-2,39	0,79	0,20	-0,90	5,08	5,46
23	0,023	1,51	10,58	0	0,14294	0,000	33,4	0,37	600,0	22,333	-0,002	-0,0014	-2,41	0,81	0,15	-0,92	5,08	5,50
24	0,024	1,47	10,62	-1	0,13868	0,001	33,4	0,33	600,0	22,339	-0,002	-0,0014	-2,41	0,81	0,17	-0,93	5,08	5,54
25	0,025	1,44	10,60	0	0,13540	0,000	33,4	0,30	600,0	22,348	-0,002	-0,0014	-2,43	0,82	0,12	-0,93	5,06	5,54
26	0,026	1,44	10,66	0	0,13523	-0,001	33,4	0,27	600,0	22,342	-0,002	-0,0013	-2,49	0,83	0,14	-0,90	5,06	5,60
27	0,027	1,43	10,62	-1	0,13500	0,000	33,4	0,24	600,0	22,348	-0,002	-0,0014	-2,52	0,83	0,17	-0,92	5,04	5,58
28	0,028	1,36	10,64	0	0,12752	-0,001	33,4	0,21	600,0	22,339	-0,002	-0,0013	-2,49	0,85	0,15	-0,93	5,00	5,64
29	0,029	1,40	10,60	0	0,13160	-0,001	33,4	0,19	600,0	22,336	-0,002	-0,0014	-2,53	0,82	0,15	-0,92	5,00	5,60
30	0,030	1,29	10,66	0	0,12113	0,000	33,4	0,17	600,0	22,330	-0,002	-0,0014	-2,46	0,82	0,14	-0,97	5,00	5,66
31	0,031	1,28	10,70	0	0,11940	0,000	33,4	0,15	600,0	22,330	-0,002	-0,0013	-2,46	0,81	0,20	-0,92	4,99	5,72
32	0,032	1,25	10,78	0	0,11603	0,000	33,4	0,14	600,0	22,333	-0,002	-0,0013	-2,44	0,79	0,20	-0,90	5,04	5,73
33	0,033	1,24	10,80	0	0,11468	0,000	33,4	0,12	600,0	22,336	-0,002	-0,0012	-2,43	0,76	0,21	-0,92	5,02	5,77
34	0,034	1,23	10,85	0	0,11296	0,000	33,4	0,11	600,0	22,333	-0,001	-0,0014	-2,43	0,75	0,20	-0,89	5,04	5,81
35	0,035	1,24	10,85	0	0,11443	-0,001	33,4	0,10	600,0	22,327	-0,002	-0,0013	-2,46	0,73	0,21	-0,92	5,02	5,83
36	0,036	1,26	10,87	0	0,11561	0,000	33,4	0,10	600,0	22,327	-0,002	-0,0013	-2,46	0,69	0,20	-0,95	5,02	5,85
37	0,037	1,23	10,89	0	0,11286	0,001	33,4	0,09	600,0	22,330	-0,002	-0,0014	-2,44	0,67	0,18	-0,97	5,00	5,89
38	0,038	1,18	10,93	0	0,10749	0,000	33,4	0,09	600,0	22,336	-0,002	-0,0014	-2,43	0,69	0,20	-0,97	5,04	5,89
39	0,039	1,15	10,99	0	0,10470	0,000	33,4	0,09	600,0	22,333	-0,001	-0,0012	-2,46	0,72	0,17	-0,97	5,04	5,95
40	0,040	1,17	11,01	0	0,10616	0,000	33,4	0,09	600,0	22,345	-0,001	-0,0012	-2,47	0,69	0,14	-0,95	5,02	5,99
41	0,041	1,21	10,99	0	0,11040	0,000	33,4	0,09	600,0	22,339	-0,002	-0,0014	-2,50	0,64	0,14	-0,98	5,02	5,97
42	0,042	1,21	11,01	0	0,11024	-0,001	33,4	0,10	600,0	22,345	-0,002	-0,0013	-2,53	0,64	0,12	-0,98	5,02	5,99
43	0,043	1,17	11,05	0	0,10611	0,000	33,4	0,11	600,0	22,345	-0,002	-0,0014	-2,52	0,64	0,11	-0,98	5,00	6,04
44	0,044	1,12	11,05	0	0,10126	0,000	33,4	0,12	600,0	22,330	-0,002	-0,0014	-2,50	0,66	0,09	-0,97	5,02	6,03
45	0,045	1,08	11,16	0	0,09688	0,000	33,4	0,13	600,0	22,324	-0,001	-0,0014	-2,46	0,63	0,08	-0,95	5,04	6,12
46	0,046	1,06	11,18	0	0,09472	-0,001	33,4	0,14	600,0	22,321	-0,002	-0,0013	-2,46	0,63	0,11	-0,97	5,04	6,14
47	0,047	1,01	11,16	-1	0,09046	-0,001	33,4	0,16	600,0	22,330	-0,001	-0,0014	-2,44	0,64	0,09	-0,97	5,04	6,12
48	0,048	1,02	11,15	-1	0,09132	0,000	33,4	0,18	600,0	22,327	-0,002	-0,0014	-2,46	0,63	0,11	-1,00	5,02	6,12
49	0,049	0,98	11,22	0	0,08760	-0,002	33,4	0,20	600,0	22,318	-0,002	-0,0014	-2,44	0,63	0,11	-0,98	5,06	6,16
50	0,050	0,95	11,26	0	0,08432	-0,001	33,4	0,22	600,0	22,314	-0,001	-0,0014	-2,43	0,63	0,12	-1,00	5,06	6,20
51	0,051	0,93	11,34	0	0,08207	-0,001	33,4	0,25	600,0	22,321	-0,002	-0,0014	-2,46	0,66	0,12	-0,95	5,08	6,26
52	0,052	0,88	11,38	0	0,07771	0,000	33,4	0,28	600,0	22,318	-0,002	-0,0013	-2,46	0,69	0,12	-0,93	5,08	6,30
53	0,053	0,80	11,45	0	0,06947	0,000	33,4	0,32	600,0	22,321	-0,002	-0,0012	-2,41	0,72	0,14	-0,95	5,14	6,32
54	0,054	0,68	11,51	0	0,05901	0,000	33,4	0,35	600,0	22,321	-0,002	-0,0014	-2,40	0,81	0,17	-0,92	5,12	6,39
55	0,055	0,51	11,44	0	0,04428	0,000	33,4	0,39	600,0	22,314	-0,002	-0,0013	-2,30	0,86	0,17	-0,92	5,12	6,32
56	0,056	0,20	11,49	0	0,01766	0,000	33,4	0,43	600,0	22,327	-0,001	-0,0012	-2,15	1,01	0,15	-0,95	5,16	6,34
57	0,057	0,23	11,53	0	0,02000	0,001	33,4	0,48	600,0	22,327	-0,001	-0,0013	-1,92	1,20	0,18	-0,95	5,16	6,37
58	0,058	0,76	11,61	0	0,06577	0,001	33,4	0,52	600,0	22,330	-0,002	-0,0012	-1,64	1,46	0,21	-1,00	5,18	6,43
59	0,059	1,21	11,67	0	0,10396	0,001	33,4	0,57	600,0	22,333	-0,002	-0,0013	-1,38	1,68	0,21	-1,03	5,22	6,45
60	0,060	1,67	11,63	0	0,14341	0,001	33,4	0,62	600,0	22,336	-0,002	-0,0012	-1,12	1,93	0,23	-1,05	5,20	6,43
61	0,061	1,93	11,65	0	0,16608	0,001	33,4	0,67	600,0	22,327	-0,002	-0,0013	-0,96	2,11	0,18	-1,06	5,23	6,41
62	0,062	2,06	11,63	0	0,17756	-0,001	33,4	0,72	600,0	22,324	-0,002	-0,0014	-0,87	2,23	0,18	-1,08	5,22	6,41
63	0,063	2,02	11,65	0	0,17377	0,000	33,4	0,77	600,0	22,333	-0,002	-0,0014	-0,86	2,24	0,21	-1,11	5,27	6,37
64	0,064	1,95	11,70	0	0,16620	0,000	33,4	0,83	600,0	22,333	-0,002	-0,0014	-0,86	2,23	0,21	-1,09	5,29	6,41
65	0,065	1,81	11,69	0	0,15532	0,000	33,4	0,89	600,0	22,333	-0,002	-0,0014	-0,91	2,21	0,20	-1,08	5,29	6,39
66	0,066	1,66	11,78	0	0,14098	0,000	33,4	0,95	600,0	22,318	-0,002	-0,0014	-0,97	2,17	0,21	-1,06	5,35	6,43
67	0,067	1,63	11,70	0	0,13917	0,000	33,4	1,00	600,0	22,311	-0,002	-0,0014	-0,96	2,17	0,23	-1,05	5,33	6,37
68	0,068	1,56	11,68	-1	0,13333	0,000	33,4	1,05	600,0	22,327	-0,002	-0,0014	-0,99	2,17	0,21	-1,05	5,35	6,34
69	0,069	1,49	11,68	-1	0,12760	0,000	33,4	1,11	600,0	22,336	-0,002	-0,0015	-1,00	2,15	0,23	-1,05	5,35	6,34
70	0,070	1,50	11,72	0	0,12790	-0,001	33,4	1,16	600,0	22,336	-0,002	-0,0014	-0,96	2,15	0,24	-1,03	5,41	6,32
71	0,071	1,47	11,80	0	0,12424	0,000	33,4	1,21	600,0	22,330	-0,002	-0,0013	-0,96	2,15	0,27	-1,00	5,45	6,35
72	0,072	1,50	11,84	0	0,12702	0,000	33,4	1,26	600,0	22,330	-0,002	-0,0013	-0,91	2,18	0,29	-0,98	5,48	6,35
73	0,073	1,53	11,80	0	0,12930	0,000	33,4	1,31	600,0	22,333	-0,002	-0,0013	-0,87	2,20	0,33	-0,98	5,48	6,32
74	0,074	1,52	11,78	0	0,12895	0,001	33,4	1,36	600,0	22,339	-0,002	-0,0012	-0,87	2,23	0,33	-0,98	5,50	6,28
75	0,075	1,46	11,82	0	0,12332	0,001	33,4	1,40	600,0	22,339	-0,002	-0,0012	-0,90	2,23	0,32	-0,98	5,54	6,28
76	0,076	1,48	11,80	0	0,12562	0,000	33,4	1,43	600,0	22,327	-0,001	-0,0014	-0,89	2,27	0,32	-1,03	5,54	6,26
77	0,077	1,41	11,68	0	0,12051	0,000	33,4	1,47	600,0	22,314	-0,002	-0,0013	-0,91	2,26	0,29	-1,00	5,50	6,18
78	0,078	1,38	11,76	0	0,11730	0,000	33,4	1,50	600,0	22,321	-0,002	-0,0012	-0,93	2,27	0,29	-1,01	5,56	6,20
79	0,079	1,37	11,74	0	0,11634	0,002	33,4	1,53	600,0	22,321	-0,001	-0,0013	-0,91	2,27	0,32	-0,95	5,56	6,18
80	0,080	1,31	11,74	0	0,11169	0,001	33,4	1,56	600,0	22,308	-0,001	-0,0012	-0,94	2,27	0,33	-0,95	5,58	6,16
81	0,081	1,29	11,62	0	0,11068	0,000	33,4	1,58	600,0	22,311	-0,002	-0,0014	-0,93	2,26	0,35	-0,98	5,52	6,10
82	0,082	1,25	11,64	0	0,10726	-0,001	33,4	1,61	600,0	22,314	-0,002	-0,0014	-0,93	2,24	0,32	-0,98	5,58	6,06
83	0,083	1,23	11,57	0	0,10603	0,000	33,4	1,63	600,0	22,305	-0,002	-0,0014	-0,93	2,24	0,35	-0,95	5,54	6,03
84	0,084	1,18	11,57	0	0,10175	0,000	33,4	1,64	600,0	22,302	-0,002	-0,0014	-0,96	2,24	0,35	-0,98	5,56	6,01
85	0,085	1,18	11,53	0	0,10276	0,000	33,4	1,65	600,0	22,311	-0,002	-0,0013	-0,94	2,26	0,35	-0,97	5,56	5,97
86	0,086	1,18	11,51	0	0,10232	0,001	33,4	1,66	600,0	22,314	-0,002	-0,0014	-0,94	2,27	0,38	-0,98	5,58	5,93
87	0,087	1,20	11,49	0	0,10428	-0,001	33,4	1,67	600,0	22,318	-0,002	-0,0013	-0,94	2,31	0,38	-0,95	5,58	5,91
88	0,088	1,13	11,49	0	0,09863	0,000	33,4	1,67	600,0	22,318	-0,002	-0,0014	-0,97	2,30	0,35	-0,98	5,56	5,93
89	0,089	1,13	11,43	-1	0,09859	0,000	33,4	1,67	600,0	22,314	-0,002	-0,0015	-0,97	2,31	0,38	-0,93	5,56	5,87
90	0,090	1,13	11,39	0	0,09957	0,000	33,4	1,68	600,0	22,314	-0,002	-0,0014	-0,96	2,33	0,33	-0,95	5,56	5,83
91	0,091	1,14	11,43	0	0,09980	0,002	33,4	1,67	600,0	22,324	-0,002	-0,0012	-0,96	2,36	0,38	-0,89	5,60	5,83
92	0,092	1,13	11,37	0	0,09958	0,001	33,4	1,66	600,0	22,314	-0,002	-0,0013	-0,96	2,37	0,35	-0,89	5,60	5,77
93	0,093	1,14	11,35	0	0,10023	0,001	33,4	1,65	600,0	22,314	-0,002	-0,0013	-0,94	2,39	0,39	-0,89	5,58	5,77
94	0,094	1,14	11,33	-1	0,10082	0,000	33,4	1,63	600,0	22,318	-0,002	-0,0013	-0,94	2,42	0,38	-0,89	5,58	5,75
95	0,095	1,16	11,29	0	0,10274	0,001	33,4	1,61	600,0	22,318	-0,001	-0,0013	-0,91	2,43	0,38	-0,89	5,56	5,73
96	0,096	1,06	11,26	0	0,09454	0,001	33,4	1,59	600,0	22,314	-0,002	-0,0013	-0,96	2,40	0,36	-0,90	5,56	5,70
97	0,097	1,01	11,26	0	0,09008	0,001	33,4	1,57	600,0	22,311	-0,002	-0,0012	-0,97	2,39	0,38	-0,89	5,60	5,66
98	0,098	0,92	11,18	0	0,08248	0,000	33,4	1,55	600,0	22,327	-0,001	-0,0011	-1,02	2,36	0,35	-0,90	5,54	5,64
99	0,099	0,95	11,16	0	0,08501	0,002	33,4	1,52	600,0	22,318	-0,001	-0,0013	-0,99	2,37	0,35	-0,90	5,54	5,62
100	0,100	0,89	11,14	0	0,07984	0,001	33,4	1,49	600,0	22,314	-0,002	-0,0012	-1,02	2,36	0,36	-0,92	5,52	5,62
101	0,101	0,87	11,06	-1	0,07904	0,000	33,4	1,46	600,0	22,318	-0,002	-0,0013	-1,02	2,36	0,35	-0,92	5,50	5,56
102	0,102	0,80	10,99	-1	0,07307	0,000	33,4	1,42	600,0	22,321	-0,002	-0,0014	-1,08	2,36	0,35	-0,93	5,46	5,52
103	0,103	0,73	10,97	-1	0,06675	0,000	33,4	1,38	600,0	22,327	-0,002	-0,0014	-1,09	2,31	0,35	-0,95	5,45	5,52
104	0,104	0,62	10,93	0	0,05663	0,000	33,4	1,33	600,0	22,324	-0,002	-0,0014	-1,15	2,27	0,33	-0,95	5,46	5,46
105	0,105	0,38	10,93	0	0,03435	0,000	33,4	1,29	600,0	22,336	-0,002	-0,0014	-1,26	2,15	0,33	-0,93	5,45	5,48
106	0,106	0,06	10,91	-1	0,00546	0,000	33,4	1,24	600,0	22,342	-0,002	-0,0014	-1,40	1,98	0,33	-0,92	5,45	5,46
107	0,107	0,30	10,83	0	0,02758	0,000	33,4	1,19	600,0	22,330	-0,002	-0,0012	-1,60	1,83	0,38	-0,95	5,41	5,42
108	0,108	0,63	10,83	-1	0,05834	-0,001	33,4	1,15	600,0	22,330	-0,002	-0,0013	-1,77	1,67	0,33	-0,92	5,45	5,39
109	0,109	1,00	10,81	0	0,09271	0,000	33,4	1,09	600,0	22,327	-0,002	-0,0014	-1,96	1,46	0,35	-0,90	5,41	5,41
110	0,110	1,35	10,75	0	0,12588	0,000	33,4	1,04	600,0	22,330	-0,002	-0,0014	-2,17	1,27	0,32	-0,89	5,39	5,37
111	0,111	1,51	10,77	0	0,13995	0,001	33,4	0,98	600,0	22,330	-0,002	-0,0013	-2,25	1,16	0,30	-0,89	5,35	5,42
112	0,112	1,66	10,75	0	0,15389	0,000	33,4	0,92	600,0	22,336	-0,002	-0,0014	-2,34	1,04	0,32	-0,84	5,35	5,41
113	0,113	1,73	10,72	0	0,16112	0,001	33,4	0,87	600,0	22,336	-0,002	-0,0013	-2,41	0,98	0,32	-0,86	5,31	5,41
114	0,114	1,67	10,74	0	0,15567	0,001	33,4	0,81	600,0	22,327	-0,002	-0,0014	-2,39	0,95	0,30	-0,86	5,31	5,42
115	0,115	1,65	10,70	0	0,15401	0,000	33,4	0,75	600,0	22,342	-0,002	-0,0012	-2,37	0,91	0,30	-0,87	5,27	5,42
116	0,116	1,58	10,64	0	0,14888	0,000	33,4	0,70	600,0	22,339	-0,002	-0,0013	-2,37	0,92	0,29	-0,87	5,25	5,39
117	0,117	1,54	10,68	0	0,14407	0,000	33,4	0,64	600,0	22,333	-0,002	-0,0012	-2,37	0,92	0,29	-0,89	5,23	5,44
118	0,118	1,50	10,68	0	0,14008	0,000	33,4	0,59	600,0	22,333	-0,002	-0,0012	-2,37	0,92	0,29	-0,92	5,23	5,44
119	0,119	1,53	10,70	0	0,14255	0,000	33,4	0,54	600,0	22,327	-0,002	-0,0012	-2,41	0,89	0,29	-0,89	5,20	5,50
120	0,120	1,50	10,62	0	0,14104	0,000	33,4	0,49	600,0	22,330	-0,001	-0,0013	-2,41	0,88	0,27	-0,92	5,16	5,46
121	0,121	1,44	10,64	0	0,13578	0,000	33,4	0,45	600,0	22,330	-0,002	-0,0013	-2,41	0,89	0,24	-0,92	5,14	5,50
122	0,122	1,45	10,58	-1	0,13704	0,000	33,4	0,41	600,0	22,327	-0,002	-0,0013	-2,41	0,85	0,23	-0,93	5,12	5,46
123	0,123	1,44	10,58	0	0,13623	-0,001	33,4	0,37	600,0	22,342	-0,002	-0,0014	-2,43	0,83	0,18	-0,95	5,10	5,48
124	0,124	1,48	10,60	0	0,13917	-0,001	33,4	0,33	600,0	22,345	-0,002	-0,0014	-2,44	0,78	0,14	-0,98	5,10	5,50
125	0,125	1,44	10,60	-1	0,13566	0,000	33,4	0,30	600,0	22,330	-0,002	-0,0013	-2,46	0,79	0,17	-0,97	5,06	5,54
126	0,126	1,40	10,62	0	0,13211	0,000	33,4	0,27	600,0	22,339	-0,002	-0,0014	-2,47	0,81	0,15	-0,95	5,08	5,54
127	0,127	1,41	10,70	0	0,13194	0,000	33,4	0,24	600,0	22,339	-0,001	-0,0013	-2,49	0,78	0,15	-0,90	5,08	5,62
128	0,128	1,41	10,66	-1	0,13187	0,000	33,4	0,21	600,0	22,333	-0,002	-0,0014	-2,52	0,78	0,20	-0,89	5,04	5,62
129	0,129	1,30	10,62	0	0,12250	-0,001	33,4	0,19	600,0	22,333	-0,002	-0,0015	-2,50	0,83	0,14	-0,92	5,02	5,60
130	0,130	1,29	10,64	0	0,12095	-0,001	33,4	0,17	600,0	22,342	-0,002	-0,0014	-2,50	0,82	0,11	-0,92	5,02	5,62
131	0,131	1,26	10,72	0	0,11750	0,000	33,4	0,15	600,0	22,348	-0,002	-0,0012	-2,52	0,83	0,11	-0,90	5,04	5,68
132	0,132	1,22	10,76	0	0,11333	0,000	33,5	0,14	600,0	22,336	-0,002	-0,0014	-2,50	0,83	0,14	-0,90	5,02	5,73
133	0,133	1,19	10,84	0	0,11025	0,001	33,4	0,12	600,0	22,327	-0,002	-0,0014	-2,49	0,82	0,15	-0,92	5,06	5,77
134	0,134	1,23	10,85	0	0,11296	0,000	33,4	0,11	600,0	22,336	-0,002	-0,0012	-2,50	0,78	0,12	-0,87	5,06	5,79
135	0,135	1,19	10,84	0	0,10950	0,000	33,4	0,10	600,0	22,330	-0,001	-0,0013	-2,47	0,76	0,12	-0,90	5,02	5,81
136	0,136	1,26	10,80	0	0,11663	0,000	33,4	0,10	600,0	22,324	-0,001	-0,0013	-2,53	0,72	0,11	-0,92	5,00	5,79
137	0,137	1,22	10,86	0	0,11215	-0,001	33,4	0,09	600,0	22,318	-0,002	-0,0013	-2,50	0,70	0,09	-0,98	5,00	5,85
138	0,138	1,23	10,89	0	0,11315	0,001	33,5	0,09	600,0	22,324	-0,002	-0,0011	-2,53	0,69	0,08	-0,97	5,02	5,87
139	0,139	1,21	10,89	0	0,11063	0,000	33,5	0,09	600,0	22,318	-0,002	-0,0011	-2,55	0,70	0,11	-0,98	5,02	5,87
140	0,140	1,21	10,95	0	0,11018	0,001	33,4	0,09	600,0	22,302	-0,001	-0,0012	-2,55	0,67	0,11	-0,98	5,00	5,95
141	0,141	1,24	10,99	0	0,11243	0,000	33,4	0,09	600,0	22,314	-0,002	-0,0014	-2,56	0,63	0,05	-1,01	5,02	5,97
142	0,142	1,18	10,99	0	0,10733	-0,001	33,4	0,10	600,0	22,305	-0,002	-0,0013	-2,55	0,64	0,08	-1,06	4,99	6,01
143	0,143	1,18	11,03	0	0,10715	0,000	33,4	0,11	600,0	22,311	-0,002	-0,0013	-2,53	0,60	0,02	-1,08	5,02	6,01
144	0,144	1,16	11,01	0	0,10495	0,000	33,4	0,12	600,0	22,318	-0,002	-0,0014	-2,55	0,61	0,05	-1,05	4,99	6,03
145	0,145	1,09	11,05	-1	0,09849	0,000	33,4	0,13	600,0	22,336	-0,002	-0,0014	-2,52	0,63	0,05	-1,03	5,00	6,04
146	0,146	1,05	11,09	0	0,09488	-0,001	33,4	0,14	600,0	22,330	-0,002	-0,0014	-2,49	0,61	0,06	-1,06	5,00	6,08
147	0,147	1,04	11,16	0	0,09358	-0,001	33,4	0,16	600,0	22,327	-0,002	-0,0014	-2,50	0,61	0,05	-1,03	5,06	6,10
148	0,148	1,04	11,13	0	0,09323	0,000	33,4	0,18	600,0	22,324	-0,002	-0,0013	-2,50	0,60	0,03	-1,01	4,99	6,14
149	0,149	1,06	11,16	0	0,09470	0,000	33,4	0,20	600,0	22,318	-0,002	-0,0014	-2,53	0,59	0,00	-1,03	5,04	6,12
150	0,150	1,02	11,24	-1	0,09077	0,000	33,4	0,23	600,0	22,318	-0,002	-0,0014	-2,52	0,59	0,00	-1,05	5,04	6,20
151	0,151	0,96	11,32	0	0,08451	0,001	33,4	0,25	600,0	22,318	-0,002	-0,0014	-2,49	0,60	0,05	-1,01	5,06	6,26
152	0,152	0,89	11,34	0	0,07890	0,001	33,4	0,28	600,0	22,330	-0,002	-0,0011	-2,47	0,63	0,03	-1,01	5,06	6,28
153	0,153	0,85	11,40	0	0,07452	0,001	33,4	0,32	600,0	22,324	-0,002	-0,0012	-2,46	0,64	0,05	-1,01	5,10	6,30
154	0,154	0,79	11,42	0	0,06926	0,000	33,4	0,35	600,0	22,321	-0,001	-0,0013	-2,44	0,67	0,06	-1,03	5,10	6,32
155	0,155	0,63	11,47	-1	0,05505	0,001	33,4	0,39	600,0	22,318	-0,001	-0,0013	-2,36	0,73	0,08	-1,01	5,12	6,35
156	0,156	0,36	11,49	0	0,03105	0,000	33,4	0,43	600,0	22,321	-0,002	-0,0013	-2,23	0,86	0,06	-1,01	5,14	6,35
157	0,157	0,09	11,55	0	0,00797	0,001	33,4	0,48	600,0	22,318	-0,001	-0,0013	-2,01	1,08	0,09	-1,01	5,16	6,39
158	0,158	0,66	11,59	0	0,05705	0,001	33,5	0,52	600,0	22,318	-0,001	-0,0013	-1,73	1,38	0,14	-1,03	5,20	6,39
