Messmodul	OFT
Versuchsart	Standardversuch	mit Standard-Messplattform
Start des Versuchs	28.01.2025 16:34:47
Ende des Versuchs	28.01.2025 16:34:57
Versuchsdauer	10	Sekunden	00:00:10
Bemerkung	
Sachbearbeiter	vel
Versuchsbezeichnung	PI High-Load Modul
Umgebungsbedingungen	
Solltemperatur	0,0	°C
Temperierwartezeit	0	Sekunden	00:00:00
Abtastrate	1000	Hz
Mittelungen	1	Werte
Oberprobe Bezeichnung	Al2O3_K-1
Oberprobe Beschichtung	
Oberprobe Lieferant	
Oberprobe Geometrie	Kugel D = 3 mm
Oberprobe Bemerkung	
Unterprobe Bezeichnung	KS_35-mm_1
Unterprobe Beschichtung	
Unterprobe Lieferant	
Unterprobe Geometrie	
Unterprobe Bemerkung	Keramikstreifen 35 mm
Schmierstoff verwendet	Ja
Schmierstoff Bezeichnung	Fett PhysikInstrumente
Schmierstoff Menge	
Schmierstoff Lieferant	
Schmierstoff Bemerkung	
Hub Exzenter	1,0	mm
Startdrehzahl	600	U/min
Startbelastung	10	N
Probenwinkel	0,00	°
Probenradius	90,00	mm

Versuch mit Stufen	Nein

Anzahl Datensätze	10032

Nummer	Zeit	Reibungskraft	Belastung	Reibungsmoment	Reibungszahl	Verschleiss	Temperatur	Position	Drehzahl	Externer Eingang 1	Externer Eingang 2	Externer Eingang 3	RK OFT Links	RK OFT Rechts	RK SOP Links	RK SOP Rechts	Belastung Links	Belastung Rechts
18	0,018	1,64	10,93	0	0,15040	0,000	33,5	0,70	600,0	22,379	-0,002	-0,0014	-1,75	0,72	0,17	-0,73	5,45	5,48
19	0,019	1,54	10,91	0	0,14099	0,000	33,5	0,64	600,0	22,379	-0,001	-0,0014	-1,73	0,76	0,12	-0,71	5,43	5,48
20	0,020	1,47	10,95	0	0,13396	0,001	33,5	0,59	600,0	22,379	-0,001	-0,0013	-1,70	0,76	0,14	-0,70	5,43	5,52
21	0,021	1,46	10,91	0	0,13363	0,000	33,5	0,54	600,0	22,369	-0,001	-0,0012	-1,70	0,73	0,11	-0,68	5,39	5,52
22	0,022	1,55	10,87	0	0,14238	0,000	33,5	0,49	600,0	22,369	-0,002	-0,0013	-1,78	0,67	0,12	-0,67	5,35	5,52
23	0,023	1,52	10,89	-1	0,13984	0,000	33,5	0,45	600,0	22,369	-0,001	-0,0013	-1,76	0,64	0,17	-0,71	5,35	5,54
24	0,024	1,49	10,89	0	0,13640	0,000	33,5	0,41	600,0	22,375	-0,002	-0,0013	-1,78	0,66	0,14	-0,68	5,33	5,56
25	0,025	1,46	10,91	0	0,13420	0,001	33,5	0,37	600,0	22,366	-0,002	-0,0013	-1,78	0,64	0,14	-0,71	5,33	5,58
26	0,026	1,44	10,97	0	0,13165	0,000	33,5	0,33	600,0	22,366	-0,001	-0,0012	-1,78	0,63	0,09	-0,71	5,35	5,62
27	0,027	1,42	10,91	0	0,13060	0,000	33,5	0,30	600,0	22,363	-0,001	-0,0012	-1,78	0,61	0,08	-0,70	5,29	5,62
28	0,028	1,48	10,93	0	0,13505	0,000	33,5	0,27	600,0	22,363	-0,002	-0,0012	-1,82	0,57	0,08	-0,67	5,27	5,66
29	0,029	1,50	10,89	-1	0,13747	0,000	33,5	0,24	600,0	22,357	-0,002	-0,0014	-1,85	0,54	0,08	-0,70	5,25	5,64
30	0,030	1,52	10,89	0	0,13932	-0,001	33,5	0,21	600,0	22,372	-0,002	-0,0015	-1,88	0,51	0,06	-0,73	5,23	5,66
31	0,031	1,47	10,87	0	0,13497	0,000	33,5	0,19	600,0	22,363	-0,002	-0,0014	-1,88	0,52	0,00	-0,76	5,20	5,68
32	0,032	1,43	10,91	-1	0,13142	0,000	33,5	0,17	600,0	22,360	-0,002	-0,0013	-1,88	0,52	0,00	-0,78	5,22	5,70
33	0,033	1,46	10,97	0	0,13289	-0,001	33,5	0,15	600,0	22,357	-0,002	-0,0014	-1,91	0,50	0,00	-0,78	5,23	5,73
34	0,034	1,38	10,97	0	0,12604	0,000	33,5	0,14	600,0	22,354	-0,002	-0,0013	-1,89	0,52	0,00	-0,78	5,20	5,77
35	0,035	1,41	10,99	0	0,12822	0,000	33,5	0,12	600,0	22,360	-0,002	-0,0014	-1,91	0,48	-0,02	-0,74	5,20	5,79
36	0,036	1,38	10,99	0	0,12543	0,000	33,5	0,11	600,0	22,351	-0,002	-0,0014	-1,91	0,48	0,00	-0,71	5,18	5,81
37	0,037	1,35	10,99	0	0,12277	-0,001	33,5	0,10	600,0	22,363	-0,002	-0,0014	-1,91	0,48	0,00	-0,71	5,16	5,83
38	0,038	1,29	11,10	-1	0,11648	0,000	33,5	0,10	600,0	22,366	-0,002	-0,0013	-1,88	0,48	0,00	-0,73	5,20	5,91
39	0,039	1,21	11,12	0	0,10885	0,001	33,5	0,09	600,0	22,369	-0,002	-0,0013	-1,89	0,55	0,00	-0,67	5,22	5,91
40	0,040	1,19	11,20	0	0,10616	0,001	33,5	0,09	600,0	22,372	-0,001	-0,0012	-1,88	0,54	0,00	-0,71	5,23	5,97
41	0,041	1,21	11,16	0	0,10832	0,001	33,5	0,09	600,0	22,363	-0,002	-0,0013	-1,92	0,54	0,00	-0,71	5,20	5,97
42	0,042	1,19	11,22	0	0,10573	0,000	33,5	0,09	600,0	22,360	-0,001	-0,0014	-1,92	0,54	-0,02	-0,73	5,22	6,01
43	0,043	1,18	11,26	0	0,10462	0,000	33,5	0,09	600,0	22,366	-0,002	-0,0014	-1,92	0,52	0,00	-0,71	5,20	6,06
44	0,044	1,17	11,26	0	0,10389	0,000	33,5	0,10	600,0	22,363	-0,001	-0,0014	-1,91	0,50	-0,03	-0,73	5,22	6,04
45	0,045	1,16	11,32	0	0,10259	0,001	33,5	0,11	600,0	22,360	-0,002	-0,0012	-1,94	0,51	-0,03	-0,74	5,22	6,10
46	0,046	1,14	11,40	0	0,09993	0,000	33,5	0,12	600,0	22,357	-0,002	-0,0014	-1,91	0,48	-0,02	-0,73	5,22	6,18
47	0,047	1,10	11,38	0	0,09696	0,000	33,5	0,13	600,0	22,369	-0,001	-0,0013	-1,89	0,48	-0,03	-0,76	5,23	6,14
48	0,048	1,15	11,38	0	0,10123	0,000	33,5	0,14	600,0	22,366	-0,002	-0,0013	-1,92	0,44	-0,02	-0,76	5,20	6,18
49	0,049	1,13	11,40	0	0,09898	-0,001	33,5	0,16	600,0	22,369	-0,002	-0,0012	-1,94	0,45	-0,03	-0,79	5,20	6,20
50	0,050	1,13	11,40	0	0,09941	0,000	33,5	0,18	600,0	22,375	-0,002	-0,0015	-1,94	0,42	-0,02	-0,78	5,18	6,22
51	0,051	1,08	11,42	0	0,09474	-0,002	33,5	0,20	600,0	22,366	-0,002	-0,0014	-1,92	0,44	-0,03	-0,81	5,20	6,22
52	0,052	1,06	11,49	0	0,09223	-0,001	33,5	0,23	600,0	22,369	-0,002	-0,0013	-1,91	0,42	-0,05	-0,81	5,22	6,28
53	0,053	1,01	11,51	0	0,08783	-0,001	33,5	0,25	600,0	22,363	-0,002	-0,0014	-1,89	0,44	-0,05	-0,76	5,23	6,28
54	0,054	0,96	11,59	0	0,08319	-0,001	33,5	0,28	600,0	22,351	-0,002	-0,0014	-1,86	0,44	-0,02	-0,74	5,23	6,35
55	0,055	0,89	11,57	-1	0,07687	-0,001	33,5	0,32	600,0	22,366	-0,002	-0,0014	-1,85	0,48	-0,02	-0,76	5,22	6,35
56	0,056	0,76	11,57	-1	0,06552	0,000	33,5	0,35	600,0	22,366	-0,002	-0,0014	-1,79	0,54	0,00	-0,78	5,23	6,34
57	0,057	0,58	11,63	0	0,05026	0,000	33,5	0,39	600,0	22,348	-0,002	-0,0015	-1,70	0,61	0,00	-0,78	5,25	6,37
58	0,058	0,24	11,69	0	0,02026	0,000	33,5	0,43	600,0	22,357	-0,002	-0,0014	-1,53	0,77	0,00	-0,78	5,29	6,39
59	0,059	0,21	11,74	0	0,01807	0,001	33,5	0,48	600,0	22,360	-0,002	-0,0013	-1,33	1,01	0,03	-0,76	5,33	6,41
60	0,060	0,67	11,78	0	0,05659	0,001	33,5	0,52	600,0	22,357	-0,002	-0,0012	-1,11	1,24	0,06	-0,81	5,33	6,45
61	0,061	1,19	11,84	0	0,10084	0,000	33,5	0,57	600,0	22,366	-0,002	-0,0012	-0,85	1,54	0,08	-0,84	5,35	6,49
62	0,062	1,62	11,78	0	0,13792	0,001	33,5	0,62	600,0	22,357	-0,002	-0,0013	-0,58	1,76	0,09	-0,84	5,33	6,45
63	0,063	1,91	11,84	0	0,16137	0,000	33,5	0,67	600,0	22,357	-0,002	-0,0012	-0,42	1,95	0,08	-0,86	5,37	6,47
64	0,064	2,04	11,84	0	0,17270	0,001	33,5	0,72	600,0	22,375	-0,001	-0,0013	-0,32	2,05	0,11	-0,81	5,37	6,47
65	0,065	2,04	11,92	0	0,17078	0,000	33,5	0,77	600,0	22,369	-0,002	-0,0013	-0,29	2,08	0,11	-0,84	5,43	6,49
66	0,066	1,96	11,95	0	0,16383	0,001	33,5	0,83	600,0	22,363	-0,002	-0,0013	-0,32	2,09	0,15	-0,84	5,46	6,49
67	0,067	1,86	11,94	0	0,15574	0,000	33,5	0,89	600,0	22,351	-0,001	-0,0012	-0,34	2,06	0,14	-0,84	5,46	6,47
68	0,068	1,74	11,88	0	0,14610	0,000	33,5	0,95	600,0	22,363	-0,002	-0,0013	-0,35	2,01	0,14	-0,84	5,45	6,43
69	0,069	1,60	11,86	0	0,13514	0,000	33,5	1,00	600,0	22,363	-0,002	-0,0014	-0,41	1,98	0,12	-0,89	5,46	6,39
70	0,070	1,61	11,92	0	0,13475	0,000	33,5	1,05	600,0	22,363	-0,002	-0,0014	-0,39	2,01	0,15	-0,87	5,50	6,41
71	0,071	1,64	11,92	-1	0,13747	-0,001	33,5	1,11	600,0	22,354	-0,002	-0,0014	-0,35	2,03	0,17	-0,89	5,52	6,39
72	0,072	1,60	11,90	0	0,13449	0,000	33,5	1,16	600,0	22,351	-0,002	-0,0014	-0,37	2,05	0,15	-0,86	5,52	6,37
73	0,073	1,59	11,93	0	0,13337	-0,001	33,5	1,21	600,0	22,360	-0,002	-0,0014	-0,37	2,08	0,17	-0,86	5,56	6,37
74	0,074	1,54	11,91	-1	0,12945	-0,001	33,5	1,26	600,0	22,357	-0,002	-0,0014	-0,38	2,08	0,18	-0,86	5,58	6,34
75	0,075	1,51	11,97	0	0,12608	-0,001	33,5	1,31	600,0	22,354	-0,002	-0,0013	-0,39	2,09	0,20	-0,86	5,60	6,37
76	0,076	1,48	11,93	-1	0,12386	-0,001	33,5	1,36	600,0	22,369	-0,002	-0,0014	-0,38	2,08	0,20	-0,82	5,62	6,32
77	0,077	1,52	11,89	0	0,12761	0,000	33,5	1,40	600,0	22,360	-0,002	-0,0015	-0,38	2,15	0,20	-0,79	5,62	6,28
78	0,078	1,47	11,91	0	0,12357	0,000	33,5	1,43	600,0	22,369	-0,002	-0,0014	-0,38	2,14	0,23	-0,81	5,64	6,28
79	0,079	1,48	11,89	0	0,12478	0,000	33,5	1,47	600,0	22,363	-0,002	-0,0011	-0,35	2,15	0,24	-0,81	5,66	6,24
80	0,080	1,47	11,97	0	0,12259	0,001	33,5	1,50	600,0	22,369	-0,001	-0,0014	-0,32	2,14	0,23	-0,81	5,69	6,28
81	0,081	1,37	11,89	0	0,11489	0,000	33,5	1,53	600,0	22,360	-0,001	-0,0013	-0,35	2,09	0,26	-0,82	5,68	6,22
82	0,082	1,37	11,89	0	0,11514	0,000	33,5	1,56	600,0	22,360	-0,002	-0,0012	-0,34	2,11	0,24	-0,79	5,69	6,20
83	0,083	1,36	11,82	0	0,11493	0,000	33,5	1,58	600,0	22,366	-0,002	-0,0012	-0,34	2,12	0,29	-0,81	5,68	6,14
84	0,084	1,36	11,87	0	0,11461	0,000	33,5	1,61	600,0	22,363	-0,002	-0,0013	-0,34	2,15	0,26	-0,81	5,73	6,14
85	0,085	1,35	11,84	0	0,11399	0,001	33,5	1,63	600,0	22,366	-0,002	-0,0014	-0,32	2,15	0,27	-0,84	5,71	6,12
86	0,086	1,31	11,85	0	0,11049	0,001	33,5	1,64	600,0	22,366	-0,002	-0,0011	-0,32	2,14	0,29	-0,81	5,75	6,10
87	0,087	1,30	11,74	0	0,11075	0,001	33,5	1,65	600,0	22,354	-0,002	-0,0012	-0,34	2,17	0,29	-0,84	5,71	6,03
88	0,088	1,25	11,74	0	0,10635	0,001	33,5	1,66	600,0	22,354	-0,002	-0,0014	-0,34	2,14	0,29	-0,84	5,71	6,03
89	0,089	1,18	11,66	-1	0,10158	0,000	33,5	1,67	600,0	22,357	-0,002	-0,0014	-0,37	2,12	0,27	-0,82	5,69	5,97
90	0,090	1,12	11,66	0	0,09628	0,000	33,5	1,67	600,0	22,357	-0,002	-0,0014	-0,39	2,11	0,26	-0,79	5,73	5,93
91	0,091	1,11	11,62	0	0,09516	0,000	33,5	1,67	600,0	22,363	-0,002	-0,0014	-0,41	2,12	0,26	-0,78	5,73	5,89
92	0,092	1,13	11,58	-1	0,09762	0,000	33,5	1,67	600,0	22,366	-0,002	-0,0014	-0,39	2,15	0,24	-0,79	5,71	5,87
93	0,093	1,13	11,53	0	0,09769	0,000	33,5	1,67	600,0	22,360	-0,002	-0,0014	-0,41	2,18	0,24	-0,76	5,69	5,83
94	0,094	1,12	11,54	-1	0,09706	0,000	33,5	1,66	600,0	22,363	-0,002	-0,0014	-0,41	2,20	0,26	-0,74	5,71	5,83
95	0,095	1,07	11,45	-1	0,09374	0,000	33,5	1,64	600,0	22,366	-0,002	-0,0013	-0,42	2,18	0,26	-0,71	5,68	5,77
96	0,096	1,07	11,45	-1	0,09338	-0,001	33,5	1,63	600,0	22,366	-0,002	-0,0013	-0,42	2,20	0,27	-0,73	5,68	5,77
97	0,097	1,05	11,39	-1	0,09222	0,001	33,5	1,61	600,0	22,366	-0,002	-0,0013	-0,41	2,18	0,27	-0,71	5,68	5,72
98	0,098	1,05	11,39	0	0,09183	0,000	33,5	1,59	600,0	22,354	-0,002	-0,0014	-0,41	2,20	0,29	-0,71	5,69	5,70
99	0,099	1,05	11,37	0	0,09276	0,001	33,5	1,57	600,0	22,360	-0,002	-0,0012	-0,39	2,21	0,29	-0,70	5,68	5,70
100	0,100	1,08	11,43	0	0,09418	0,001	33,5	1,55	600,0	22,351	-0,001	-0,0013	-0,35	2,21	0,29	-0,71	5,73	5,70
101	0,101	1,04	11,37	0	0,09154	0,001	33,5	1,52	600,0	22,354	-0,002	-0,0011	-0,35	2,20	0,29	-0,68	5,71	5,66
102	0,102	1,02	11,33	0	0,09004	0,001	33,5	1,49	600,0	22,357	-0,002	-0,0013	-0,35	2,20	0,29	-0,70	5,69	5,64
103	0,103	0,94	11,26	0	0,08383	0,001	33,5	1,46	600,0	22,363	-0,002	-0,0013	-0,38	2,17	0,29	-0,71	5,64	5,62
104	0,104	0,93	11,24	0	0,08247	0,001	33,5	1,42	600,0	22,354	-0,002	-0,0013	-0,38	2,17	0,29	-0,74	5,66	5,58
105	0,105	0,90	11,18	0	0,08015	0,001	33,5	1,38	600,0	22,354	-0,002	-0,0013	-0,41	2,18	0,29	-0,73	5,64	5,54
106	0,106	0,78	11,18	0	0,06970	0,000	33,5	1,33	600,0	22,360	-0,001	-0,0012	-0,45	2,12	0,30	-0,73	5,66	5,52
107	0,107	0,53	11,14	0	0,04777	0,001	33,5	1,29	600,0	22,360	-0,001	-0,0013	-0,55	1,99	0,29	-0,74	5,66	5,48
108	0,108	0,20	11,14	0	0,01786	0,001	33,5	1,24	600,0	22,354	-0,001	-0,0014	-0,73	1,84	0,26	-0,76	5,64	5,50
109	0,109	0,25	11,06	0	0,02258	0,001	33,5	1,19	600,0	22,342	-0,002	-0,0014	-0,96	1,64	0,21	-0,76	5,60	5,46
110	0,110	0,73	11,06	-1	0,06592	0,000	33,5	1,15	600,0	22,342	-0,002	-0,0015	-1,20	1,39	0,26	-0,76	5,60	5,46
111	0,111	1,13	10,98	0	0,10265	0,000	33,5	1,09	600,0	22,345	-0,002	-0,0012	-1,40	1,17	0,20	-0,74	5,54	5,44
112	0,112	1,42	10,97	0	0,12971	0,000	33,5	1,04	600,0	22,345	-0,002	-0,0014	-1,57	1,01	0,20	-0,73	5,52	5,44
113	0,113	1,61	10,97	0	0,14644	0,000	33,5	0,98	600,0	22,348	-0,002	-0,0014	-1,68	0,88	0,15	-0,70	5,52	5,44
114	0,114	1,77	10,93	0	0,16170	0,000	33,5	0,92	600,0	22,360	-0,002	-0,0013	-1,78	0,76	0,17	-0,71	5,50	5,42
115	0,115	1,77	10,89	0	0,16243	0,000	33,5	0,87	600,0	22,354	-0,002	-0,0014	-1,79	0,72	0,18	-0,71	5,48	5,41
116	0,116	1,76	10,85	-1	0,16200	-0,001	33,5	0,81	600,0	22,354	-0,002	-0,0014	-1,79	0,67	0,20	-0,71	5,46	5,39
117	0,117	1,66	10,85	0	0,15339	0,000	33,5	0,75	600,0	22,360	-0,002	-0,0015	-1,76	0,69	0,18	-0,70	5,41	5,44
118	0,118	1,56	10,85	0	0,14391	0,000	33,5	0,70	600,0	22,351	-0,002	-0,0014	-1,73	0,72	0,20	-0,70	5,43	5,42
119	0,119	1,49	10,85	0	0,13752	0,001	33,5	0,64	600,0	22,357	-0,002	-0,0012	-1,72	0,73	0,17	-0,68	5,39	5,46
120	0,120	1,50	10,91	0	0,13731	0,000	33,5	0,59	600,0	22,363	-0,002	-0,0013	-1,70	0,67	0,17	-0,70	5,43	5,48
121	0,121	1,49	10,91	0	0,13653	0,001	33,5	0,54	600,0	22,363	-0,002	-0,0012	-1,73	0,67	0,15	-0,71	5,43	5,48
122	0,122	1,51	10,85	0	0,13910	0,001	33,5	0,49	600,0	22,360	-0,002	-0,0013	-1,75	0,63	0,14	-0,70	5,35	5,50
123	0,123	1,53	10,85	0	0,14086	0,000	33,5	0,45	600,0	22,360	-0,002	-0,0013	-1,79	0,61	0,14	-0,70	5,33	5,52
124	0,124	1,55	10,87	0	0,14230	0,000	33,5	0,41	600,0	22,363	-0,002	-0,0013	-1,84	0,60	0,12	-0,70	5,33	5,54
125	0,125	1,52	10,89	0	0,13988	0,000	33,5	0,37	600,0	22,357	-0,001	-0,0012	-1,84	0,58	0,11	-0,74	5,33	5,56
126	0,126	1,49	10,93	0	0,13608	0,000	33,5	0,33	600,0	22,375	-0,001	-0,0012	-1,84	0,58	0,09	-0,74	5,33	5,60
127	0,127	1,48	10,91	0	0,13574	0,001	33,5	0,30	600,0	22,366	-0,002	-0,0013	-1,84	0,55	0,08	-0,76	5,29	5,62
128	0,128	1,52	10,89	0	0,13926	0,000	33,5	0,27	600,0	22,357	-0,002	-0,0013	-1,85	0,50	0,06	-0,76	5,27	5,62
129	0,129	1,61	10,89	0	0,14748	0,000	33,5	0,24	600,0	22,357	-0,002	-0,0013	-1,91	0,42	0,06	-0,78	5,25	5,64
130	0,130	1,55	10,87	0	0,14285	0,000	33,5	0,21	600,0	22,339	-0,002	-0,0014	-1,89	0,42	0,05	-0,79	5,23	5,64
131	0,131	1,52	10,87	0	0,13949	0,000	33,5	0,19	600,0	22,348	-0,002	-0,0014	-1,91	0,44	0,02	-0,81	5,22	5,66
132	0,132	1,51	10,93	0	0,13811	0,000	33,5	0,17	600,0	22,351	-0,002	-0,0014	-1,95	0,45	-0,02	-0,82	5,22	5,72
133	0,133	1,50	10,95	0	0,13731	0,000	33,5	0,15	600,0	22,351	-0,001	-0,0013	-1,95	0,42	0,00	-0,84	5,23	5,72
134	0,134	1,46	10,93	0	0,13320	0,000	33,5	0,14	600,0	22,354	-0,002	-0,0014	-1,95	0,44	0,00	-0,84	5,20	5,73
135	0,135	1,42	10,95	-1	0,13011	0,000	33,5	0,12	600,0	22,354	-0,002	-0,0014	-1,95	0,44	0,03	-0,84	5,20	5,75
136	0,136	1,37	10,95	0	0,12485	-0,001	33,5	0,11	600,0	22,354	-0,002	-0,0014	-1,94	0,45	0,03	-0,82	5,18	5,77
137	0,137	1,33	10,99	0	0,12068	-0,001	33,5	0,10	600,0	22,342	-0,002	-0,0013	-1,94	0,47	0,02	-0,78	5,18	5,81
138	0,138	1,30	11,03	-1	0,11796	-0,001	33,5	0,10	600,0	22,345	-0,002	-0,0014	-1,92	0,45	0,00	-0,79	5,20	5,83
139	0,139	1,23	11,10	0	0,11113	0,000	33,5	0,09	600,0	22,348	-0,002	-0,0013	-1,89	0,47	0,00	-0,79	5,20	5,91
140	0,140	1,20	11,16	0	0,10737	0,000	33,5	0,09	600,0	22,354	-0,002	-0,0013	-1,86	0,45	0,00	-0,79	5,20	5,97
141	0,141	1,22	11,12	0	0,10963	0,001	33,5	0,09	600,0	22,360	-0,002	-0,0011	-1,89	0,44	0,00	-0,76	5,18	5,95
142	0,142	1,18	11,20	0	0,10565	0,001	33,5	0,09	600,0	22,348	-0,002	-0,0013	-1,89	0,45	0,00	-0,78	5,22	5,99
143	0,143	1,13	11,18	0	0,10148	0,001	33,5	0,09	600,0	22,351	-0,002	-0,0012	-1,88	0,47	0,00	-0,78	5,20	5,99
144	0,144	1,14	11,30	0	0,10118	0,000	33,5	0,10	600,0	22,372	-0,001	-0,0013	-1,91	0,47	-0,02	-0,82	5,23	6,06
145	0,145	1,07	11,28	0	0,09452	0,000	33,5	0,11	600,0	22,369	-0,002	-0,0012	-1,88	0,50	-0,03	-0,82	5,20	6,08
146	0,146	1,08	11,38	0	0,09465	0,001	33,5	0,12	600,0	22,363	-0,001	-0,0012	-1,89	0,48	-0,05	-0,81	5,23	6,14
147	0,147	1,07	11,36	0	0,09442	0,000	33,5	0,13	600,0	22,366	-0,001	-0,0012	-1,89	0,47	-0,05	-0,81	5,23	6,12
148	0,148	1,11	11,38	0	0,09748	0,000	33,5	0,14	600,0	22,363	-0,002	-0,0013	-1,91	0,42	-0,05	-0,82	5,22	6,16
149	0,149	1,17	11,38	0	0,10293	-0,001	33,5	0,16	600,0	22,363	-0,002	-0,0014	-1,95	0,38	-0,03	-0,81	5,22	6,16
150	0,150	1,13	11,42	0	0,09919	0,000	33,5	0,18	600,0	22,354	-0,002	-0,0014	-1,94	0,38	-0,05	-0,82	5,20	6,22
151	0,151	1,12	11,43	-1	0,09819	0,000	33,5	0,20	600,0	22,360	-0,002	-0,0014	-1,95	0,38	-0,06	-0,82	5,22	6,22
152	0,152	1,09	11,47	0	0,09462	0,000	33,5	0,22	600,0	22,345	-0,002	-0,0014	-1,94	0,38	-0,06	-0,84	5,22	6,26
153	0,153	1,04	11,51	0	0,08999	0,000	33,5	0,25	600,0	22,360	-0,002	-0,0013	-1,92	0,39	-0,06	-0,86	5,23	6,28
154	0,154	0,96	11,51	0	0,08331	0,000	33,5	0,28	600,0	22,360	-0,002	-0,0012	-1,88	0,41	-0,03	-0,86	5,23	6,28
155	0,155	0,93	11,51	-1	0,08060	-0,001	33,5	0,32	600,0	22,351	-0,002	-0,0014	-1,86	0,41	-0,08	-0,82	5,22	6,30
156	0,156	0,74	11,55	-1	0,06387	0,000	33,5	0,35	600,0	22,360	-0,002	-0,0015	-1,76	0,48	-0,03	-0,84	5,22	6,34
157	0,157	0,58	11,59	0	0,04989	0,001	33,5	0,39	600,0	22,369	-0,002	-0,0014	-1,69	0,55	0,00	-0,79	5,23	6,35
158	0,158	0,26	11,65	0	0,02228	0,000	33,5	0,43	600,0	22,375	-0,002	-0,0014	-1,52	0,69	0,00	-0,79	5,25	6,39
