time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,102	0	0,0	883,9	0,0
1	0,000	45	10,105	10,107	10,102	10	26,6	883,9	0,0
2	0,129	45	10,105	10,107	10,102	10	26,6	883,9	0,0
3	0,129	45	10,105	10,107	10,102	11	26,6	883,9	-1761,9
4	0,185	44	10,105	10,107	10,103	644	28,1	883,9	-1761,9
5	0,231	43	10,105	10,107	10,103	1277	29,7	883,9	-1760,0
6	0,237	43	10,105	10,107	10,103	1910	31,2	883,9	-877,0
7	0,228	42	10,105	10,107	10,103	3220	32,0	883,9	5,1
8	0,224	41	10,105	10,107	10,103	4529	32,8	883,9	-23,7
9	0,221	41	10,105	10,107	10,103	4840	33,5	883,9	-52,5
10	0,218	41	10,105	10,107	10,103	5150	34,3	883,9	-67,7
11	0,213	40	10,105	10,107	10,103	5460	35,0	883,9	-82,8
12	0,209	40	10,105	10,107	10,103	5470	36,6	883,9	-97,9
13	0,208	40	10,105	10,107	10,103	5480	38,3	883,9	-77,4
14	0,204	40	10,105	10,107	10,103	5473	39,6	883,9	-56,6
15	0,203	40	10,105	10,107	10,103	5467	40,8	883,9	-35,9
16	0,201	40	10,105	10,107	10,103	5460	42,1	883,9	-67,3
17	0,201	40	10,105	10,107	10,103	5455	42,9	883,9	-98,7
18	0,199	40	10,105	10,107	10,103	5450	43,7	883,9	-65,2
19	0,198	40	10,105	10,107	10,103	5440	44,5	883,9	-31,6
20	0,196	40	10,105	10,107	10,103	5430	45,3	883,9	2,0
21	0,193	40	10,105	10,107	10,103	5427	46,0	883,9	-15,3
22	0,194	40	10,105	10,107	10,103	5423	46,7	883,9	-32,6
23	0,194	40	10,105	10,107	10,103	5420	47,4	883,9	-50,0
24	0,187	40	10,105	10,107	10,103	5415	48,1	883,9	-24,7
25	0,191	41	10,105	10,107	10,102	5410	48,9	883,9	0,7
26	0,185	41	10,105	10,107	10,102	5400	49,6	883,9	-19,4
27	0,186	41	10,105	10,107	10,103	5390	50,2	883,9	-39,9
28	0,184	41	10,105	10,107	10,103	5380	50,9	883,9	-60,4
29	0,184	41	10,105	10,107	10,103	5375	51,6	883,9	-30,3
30	0,183	41	10,105	10,107	10,103	5370	52,4	883,9	-0,2
31	0,182	41	10,105	10,107	10,103	5360	53,8	883,9	-32,3
32	0,182	41	10,105	10,107	10,103	5350	55,3	883,9	-64,4
33	0,181	41	10,105	10,107	10,103	5347	55,9	883,9	-64,6
34	0,180	41	10,105	10,107	10,102	5343	56,6	883,9	-64,6
35	0,179	41	10,105	10,107	10,102	5340	57,2	883,9	-64,6
36	0,176	41	10,105	10,107	10,102	5327	58,1	883,9	-65,5
37	0,178	41	10,105	10,107	10,103	5313	59,1	883,9	-66,5
38	0,178	41	10,105	10,107	10,103	5300	60,0	883,9	-67,4
39	0,176	41	10,105	10,107	10,103	5295	61,0	883,9	-86,0
40	0,176	41	10,105	10,107	10,103	5290	61,9	883,9	-104,5
41	0,174	41	10,105	10,107	10,103	5280	62,6	883,9	-104,5
42	0,173	41	10,105	10,107	10,103	5270	63,3	883,9	-104,5
43	0,173	41	10,105	10,107	10,103	5267	63,3	883,9	-70,9
44	0,172	41	10,105	10,107	10,103	5263	63,3	883,9	-37,2
45	0,171	41	10,105	10,107	10,103	5260	63,3	883,9	-3,6
46	0,169	41	10,105	10,107	10,103	5250	64,8	883,9	-4,2
47	0,169	41	10,105	10,107	10,102	5240	66,3	883,9	-4,7
48	0,168	41	10,105	10,107	10,102	5230	67,8	883,9	-5,3
49	0,168	41	10,105	10,107	10,102	5230	68,2	883,9	-41,2
50	0,164	41	10,105	10,107	10,103	5230	68,7	883,9	-77,1
51	0,166	41	10,105	10,107	10,103	5230	69,1	883,9	-113,0
52	0,164	41	10,105	10,107	10,103	5225	70,0	883,9	-103,9
53	0,164	41	10,105	10,107	10,103	5220	70,8	883,9	-94,9
54	0,161	41	10,105	10,107	10,103	5215	71,4	883,9	-94,9
55	0,159	41	10,105	10,107	10,103	5210	72,1	883,9	-94,9
56	0,161	41	10,105	10,107	10,103	5195	72,7	883,9	-103,2
57	0,159	41	10,105	10,107	10,103	5180	73,4	883,9	-111,6
58	0,158	41	10,105	10,107	10,103	5167	74,4	883,9	-79,3
59	0,157	41	10,105	10,107	10,103	5154	75,4	883,9	-46,4
60	0,157	41	10,105	10,107	10,103	5140	76,4	883,9	-13,4
61	0,152	41	10,105	10,107	10,103	5135	77,0	883,9	-60,2
62	0,154	41	10,105	10,107	10,103	5130	77,6	883,9	-108,7
63	0,154	41	10,105	10,107	10,103	5116	78,2	883,9	-99,5
64	0,153	41	10,105	10,107	10,103	5101	78,9	883,9	-88,6
65	0,148	41	10,105	10,107	10,103	5094	78,9	883,9	-88,1
66	0,148	42	10,105	10,107	10,103	5087	78,9	883,9	-88,1
67	0,151	42	10,105	10,107	10,103	5080	78,9	883,9	-88,1
