time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,106	10,109	10,104	0	0,0	24,2	0,0
1	0,000	0	10,106	10,109	10,104	0	0,0	24,2	0,0
2	0,000	9	10,106	10,109	10,104	0	23,5	24,2	0,0
3	0,502	9	10,106	10,109	10,104	0	23,5	24,2	-968,4
4	0,502	10	10,106	10,109	10,104	0	23,5	24,2	-516,0
5	0,380	14	10,106	10,109	10,104	323	23,5	24,2	-63,7
6	0,313	14	10,106	10,109	10,104	647	23,5	24,2	-73,6
7	0,344	14	10,106	10,109	10,104	2205	23,5	24,2	-84,4
8	0,338	13	10,106	10,109	10,104	3777	23,5	24,2	-95,1
9	0,308	14	10,106	10,109	10,104	5349	23,5	24,2	-92,7
10	0,333	14	10,106	10,109	10,104	5430	23,5	24,2	-90,2
11	0,309	14	10,106	10,109	10,104	5510	23,5	24,2	-87,8
12	0,338	14	10,106	10,109	10,104	5507	23,5	24,2	-87,8
13	0,313	14	10,106	10,109	10,104	5503	23,5	24,2	-87,8
14	0,333	14	10,106	10,109	10,104	5500	23,5	24,2	-87,8
15	0,331	13	10,106	10,109	10,104	5500	23,5	24,2	-150,6
16	0,341	13	10,106	10,109	10,104	5500	23,5	24,2	-213,3
17	0,315	13	10,106	10,109	10,104	5493	23,5	24,2	-190,8
18	0,342	14	10,106	10,109	10,104	5487	23,5	24,2	-168,1
19	0,319	14	10,106	10,109	10,104	5480	23,5	24,2	-145,3
20	0,337	14	10,106	10,109	10,104	5475	23,5	24,2	-126,2
21	0,337	13	10,106	10,109	10,104	5470	23,5	24,2	-107,1
22	0,344	13	10,106	10,109	10,104	5467	23,5	24,2	-107,1
23	0,316	14	10,106	10,109	10,104	5463	23,5	24,2	-107,1
24	0,342	14	10,106	10,109	10,104	5460	23,5	24,2	-107,1
25	0,338	13	10,106	10,109	10,104	5455	23,5	24,2	-126,9
26	0,339	13	10,106	10,109	10,104	5450	23,5	24,2	-146,7
27	0,338	13	10,106	10,109	10,104	5447	23,5	24,2	-128,7
28	0,348	13	10,106	10,109	10,104	5443	23,5	24,2	-110,5
29	0,322	14	10,106	10,109	10,104	5440	23,5	24,2	-92,3
30	0,349	14	10,106	10,109	10,104	5437	23,5	24,2	-92,3
31	0,323	14	10,106	10,109	10,104	5433	23,5	24,2	-92,3
32	0,349	14	10,106	10,109	10,104	5430	23,5	24,2	-92,4
33	0,343	13	10,106	10,109	10,104	5425	23,5	24,2	-151,5
34	0,345	13	10,106	10,109	10,104	5420	23,5	24,2	-210,5
35	0,347	13	10,106	10,109	10,104	5415	23,5	24,2	-153,0
36	0,356	13	10,106	10,109	10,104	5410	23,5	24,2	-95,4
37	0,323	14	10,106	10,109	10,104	5403	23,5	24,2	-93,6
38	0,353	14	10,106	10,109	10,104	5397	23,5	24,2	-92,0
39	0,328	14	10,106	10,109	10,104	5390	23,5	24,2	-90,3
40	0,353	14	10,106	10,109	10,104	5383	23,5	24,2	-90,3
41	0,327	14	10,106	10,109	10,104	5377	23,5	24,2	-90,3
42	0,351	14	10,106	10,109	10,104	5370	23,5	24,2	-90,3
43	0,345	14	10,106	10,109	10,104	5363	23,5	24,2	-129,7
44	0,349	13	10,106	10,109	10,104	5357	23,5	24,2	-169,0
45	0,355	13	10,106	10,109	10,104	5350	23,5	24,2	-208,4
46	0,329	13	10,106	10,109	10,104	5350	23,5	24,2	-169,1
47	0,351	13	10,106	10,109	10,104	5350	23,5	24,2	-129,0
48	0,354	13	10,106	10,109	10,104	5350	23,5	24,2	-88,8
49	0,351	13	10,106	10,109	10,104	5340	23,5	24,2	-127,9
50	0,351	13	10,106	10,109	10,104	5330	23,5	24,2	-168,1
51	0,358	13	10,106	10,109	10,104	5320	23,5	24,2	-208,3
52	0,330	13	10,106	10,109	10,104	5315	23,5	24,2	-141,4
53	0,361	13	10,106	10,109	10,104	5310	23,5	24,2	-74,5
54	0,329	13	10,106	10,109	10,104	5307	23,5	24,2	-75,8
55	0,353	13	10,106	10,109	10,104	5303	23,6	24,2	-78,3
56	0,356	13	10,106	10,109	10,104	5300	23,6	24,2	-80,8
57	0,355	13	10,106	10,109	10,104	5295	23,6	24,2	-80,9
58	0,364	13	10,106	10,109	10,104	5290	23,5	24,2	-80,9
59	0,316	14	10,106	10,109	10,104	5284	23,5	24,2	-105,2
60	0,335	15	10,106	10,109	10,104	5277	23,6	24,2	-130,8
61	0,333	14	10,106	10,109	10,104	5270	23,6	24,2	-156,4
62	0,335	14	10,106	10,109	10,104	5265	23,6	24,2	-156,8
63	0,337	14	10,106	10,109	10,104	5260	23,5	24,2	-156,8
64	0,335	14	10,106	10,109	10,104	5253	23,5	24,2	-131,2
65	0,343	14	10,106	10,109	10,104	5247	23,6	24,2	-105,1
66	0,316	14	10,106	10,109	10,104	5240	23,6	24,2	-79,1
67	0,331	14	10,106	10,109	10,104	5235	23,6	24,2	-75,7
68	0,351	14	10,106	10,109	10,104	5230	23,6	24,2	-72,8
69	0,318	14	10,106	10,109	10,104	5223	23,6	24,2	-73,6
70	0,334	15	10,106	10,109	10,104	5217	23,6	24,2	-74,6
71	0,336	14	10,106	10,109	10,104	5210	23,6	24,2	-75,6
72	0,338	14	10,106	10,109	10,104	5207	23,6	24,2	-73,3
73	0,337	14	10,106	10,109	10,104	5203	23,6	24,2	-71,0
74	0,352	14	10,106	10,109	10,104	5200	23,6	24,2	-68,6
75	0,323	14	10,106	10,109	10,104	5193	23,6	24,2	-64,2
76	0,336	15	10,106	10,109	10,104	5187	23,6	24,2	-59,8
77	0,346	14	10,106	10,109	10,104	5180	23,6	24,2	-55,4
78	0,319	14	10,106	10,109	10,104	5177	23,6	24,2	-89,8
79	0,344	14	10,106	10,109	10,104	5173	23,6	24,2	-125,0
80	0,320	14	10,106	10,109	10,104	5170	23,6	24,2	-160,1
81	0,339	14	10,106	10,109	10,104	5160	23,6	24,2	-106,9
82	0,339	14	10,106	10,109	10,104	5150	23,6	24,2	-52,2
83	0,351	14	10,106	10,109	10,104	5145	23,6	24,2	-61,1
84	0,320	14	10,106	10,109	10,104	5140	23,6	24,2	-71,3
85	0,338	14	10,106	10,109	10,104	5133	23,6	24,2	-114,4
86	0,350	14	10,106	10,109	10,104	5127	23,6	24,2	-158,3
87	0,319	15	10,106	10,109	10,104	5120	23,6	24,2	-202,2
88	0,343	15	10,106	10,109	10,104	5117	23,6	24,2	-159,4
89	0,338	15	10,106	10,109	10,104	5113	23,6	24,2	-115,2
90	0,348	14	10,106	10,109	10,104	5110	23,6	24,2	-71,1
91	0,321	15	10,106	10,109	10,104	5100	23,6	24,2	-135,2
92	0,343	15	10,106	10,109	10,104	5090	23,6	24,2	-200,8
93	0,339	14	10,106	10,109	10,104	5090	23,6	24,2	-126,0
94	0,347	14	10,106	10,109	10,104	5090	23,6	24,2	-49,1
95	0,323	14	10,106	10,109	10,104	5080	23,6	24,2	-54,6
96	0,340	15	10,106	10,109	10,104	5070	23,6	24,2	-61,6
97	0,343	14	10,106	10,109	10,104	5060	23,6	24,2	-68,6
98	0,343	14	10,106	10,109	10,104	5055	23,6	24,2	-57,8
