time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,103	0	0,0	24,8	0,0
1	0,000	0	10,105	10,107	10,103	0	0,0	24,8	0,0
2	0,000	9	10,105	10,107	10,103	10	24,0	24,8	0,0
3	0,229	9	10,105	10,107	10,103	10	24,0	24,8	-671,1
4	0,306	8	10,105	10,107	10,102	374	24,0	24,8	-671,1
5	0,278	8	10,105	10,107	10,102	739	24,0	24,8	-445,0
6	0,258	8	10,105	10,107	10,102	2297	24,0	24,8	-218,1
7	0,254	9	10,105	10,107	10,102	3861	24,0	24,8	8,9
8	0,255	9	10,105	10,107	10,102	5424	24,0	24,8	9,5
9	0,254	9	10,105	10,107	10,102	5483	24,0	24,8	9,5
10	0,253	9	10,105	10,107	10,102	5537	24,0	24,8	79,5
11	0,249	9	10,105	10,107	10,102	5590	24,0	24,8	149,7
12	0,255	9	10,105	10,107	10,102	5583	24,0	24,8	219,9
13	0,256	9	10,105	10,107	10,102	5577	24,0	24,8	225,4
14	0,254	9	10,105	10,107	10,102	5570	24,0	24,8	230,9
15	0,254	9	10,105	10,107	10,102	5567	24,0	24,8	235,5
16	0,254	9	10,105	10,107	10,102	5563	24,0	24,8	240,2
17	0,254	9	10,105	10,107	10,102	5560	24,0	24,8	244,8
18	0,254	9	10,105	10,108	10,102	5555	24,0	24,8	247,9
19	0,256	9	10,105	10,108	10,102	5550	24,0	24,8	251,0
20	0,254	9	10,105	10,108	10,102	5543	24,0	24,8	263,4
21	0,256	9	10,105	10,107	10,102	5537	24,1	24,8	275,9
22	0,258	9	10,105	10,107	10,102	5530	24,1	24,8	288,4
23	0,256	9	10,105	10,107	10,102	5527	24,1	24,8	288,4
24	0,254	9	10,105	10,107	10,102	5523	24,1	24,7	288,4
25	0,256	9	10,105	10,107	10,102	5520	24,1	24,7	288,4
