time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,104	10,107	10,101	0	0,0	25,1	0,0
1	0,024	9	10,104	10,107	10,101	10	24,4	25,1	0,0
2	0,024	9	10,104	10,107	10,101	10	24,4	25,1	0,0
3	0,919	9	10,104	10,107	10,101	10	24,4	25,1	57,1
4	0,543	15	10,104	10,107	10,101	1203	24,4	25,1	61,8
5	0,439	14	10,104	10,106	10,102	2397	24,4	25,1	66,5
6	0,471	13	10,104	10,106	10,102	3590	24,4	25,1	71,2
7	0,466	13	10,104	10,106	10,102	4559	24,4	25,1	53,9
8	0,455	13	10,104	10,106	10,101	5528	24,4	25,1	36,5
9	0,450	13	10,104	10,106	10,101	5583	24,4	25,1	36,5
10	0,458	13	10,104	10,106	10,101	5637	24,4	25,1	36,5
11	0,449	13	10,104	10,106	10,101	5690	24,4	25,1	36,5
12	0,460	13	10,104	10,106	10,102	5690	24,4	25,1	53,5
13	0,461	13	10,104	10,106	10,102	5690	24,4	25,1	70,4
14	0,452	13	10,104	10,106	10,102	5685	24,4	25,1	52,9
15	0,455	13	10,104	10,106	10,102	5680	24,4	25,1	35,4
16	0,461	13	10,104	10,106	10,102	5675	24,4	25,1	35,4
17	0,458	13	10,104	10,106	10,102	5670	24,4	25,1	35,4
18	0,452	13	10,104	10,106	10,102	5667	24,4	25,1	35,2
19	0,449	13	10,104	10,106	10,101	5663	24,4	25,1	34,9
20	0,451	13	10,104	10,106	10,101	5660	24,4	25,1	34,7
21	0,455	13	10,104	10,106	10,101	5657	24,4	25,1	34,7
22	0,456	13	10,104	10,106	10,102	5653	24,4	25,1	34,7
23	0,454	13	10,104	10,106	10,102	5650	24,4	25,1	34,7
24	0,458	13	10,104	10,106	10,102	5650	24,4	25,1	56,3
25	0,464	13	10,104	10,106	10,102	5650	24,4	25,1	77,8
26	0,470	13	10,104	10,106	10,102	5640	24,4	25,1	77,8
27	0,471	13	10,104	10,106	10,102	5630	24,4	25,1	77,9
28	0,458	13	10,104	10,106	10,102	5620	24,4	25,1	77,9
29	0,476	13	10,104	10,106	10,102	5620	24,4	25,1	77,9
30	0,479	13	10,104	10,106	10,102	5620	24,4	25,1	77,9
31	0,481	13	10,104	10,106	10,102	5617	24,4	25,1	75,3
32	0,477	13	10,104	10,106	10,102	5613	24,4	25,1	72,6
33	0,470	13	10,104	10,106	10,102	5610	24,4	25,1	70,0
34	0,483	13	10,104	10,106	10,102	5605	24,4	25,1	67,5
35	0,482	13	10,104	10,106	10,101	5600	24,4	25,1	65,1
36	0,486	13	10,104	10,106	10,101	5597	24,4	25,1	54,4
37	0,488	13	10,104	10,106	10,102	5593	24,4	25,1	43,6
38	0,481	13	10,104	10,106	10,102	5590	24,4	25,1	32,7
39	0,526	13	10,104	10,106	10,102	5585	24,4	25,1	7,0
40	0,486	13	10,104	10,106	10,102	5580	24,4	25,1	-18,8
41	0,521	13	10,104	10,106	10,102	5577	24,4	25,1	-18,8
42	0,523	12	10,104	10,106	10,102	5573	24,4	25,1	-18,8
43	0,523	12	10,104	10,106	10,102	5570	24,4	25,1	-18,7
44	0,518	12	10,104	10,106	10,102	5565	24,4	25,1	25,5
45	0,514	12	10,104	10,106	10,102	5560	24,4	25,1	69,7
46	0,518	12	10,104	10,106	10,102	5553	24,4	25,1	69,4
47	0,513	12	10,104	10,106	10,102	5547	24,4	25,1	69,0
48	0,521	12	10,104	10,106	10,102	5540	24,4	25,1	68,7
49	0,520	12	10,104	10,106	10,102	5540	24,4	25,1	68,2
50	0,521	12	10,104	10,106	10,102	5540	24,4	25,1	67,7
51	0,521	12	10,104	10,106	10,102	5540	24,4	25,1	67,2
52	0,524	12	10,104	10,106	10,102	5535	24,4	25,1	48,1
53	0,525	12	10,104	10,106	10,102	5530	24,4	25,1	29,0
54	0,524	12	10,104	10,106	10,102	5523	24,4	25,1	42,2
55	0,524	12	10,104	10,107	10,102	5517	24,4	25,1	55,5
56	0,526	12	10,104	10,107	10,102	5510	24,4	25,1	68,7
