              Visible data range export v1.02, export Date: 09.09.2025 16:44:06

0,006000	-317	-0,082
0,006977	-317	-0,080
0,007953	-317	-0,060
0,008930	-322	-0,028
0,009906	-327	-0,058
0,010883	-327	-0,096
0,011859	-327	-0,067
0,012836	-327	-0,077
0,013813	-332	-0,088
0,014789	-332	-0,057
0,015766	-337	-0,044
0,016742	-337	-0,068
0,017719	-341	-0,076
0,018695	-341	-0,080
0,019672	-346	-0,076
0,020648	-341	-0,081
0,021625	-346	-0,079
0,022602	-346	-0,069
0,023578	-351	-0,060
0,024555	-351	-0,081
0,025531	-356	-0,101
0,026508	-356	-0,091
0,027484	-361	-0,054
0,028461	-361	-0,058
0,029438	-361	-0,046
0,030414	-361	-0,049
0,031391	-361	-0,010
0,032367	-365	-0,073
0,033344	-365	-0,043
0,034320	-380	-0,062
0,035297	-375	-0,084
0,036273	-370	-0,083
0,037250	-375	-0,059
0,038227	-380	-0,067
0,039203	-380	-0,071
0,040180	-380	-0,038
0,041156	-380	-0,085
0,042133	-385	-0,086
0,043109	-375	-0,087
0,044086	-389	-0,063
0,045063	-394	-0,037
0,046039	-394	-0,085
0,047016	-394	-0,069
0,047992	-399	-0,067
0,048969	-399	-0,075
0,049945	-399	-0,056
0,050922	-399	-0,080
0,051898	-404	-0,037
0,052875	-404	-0,080
0,053852	-409	-0,073
0,054828	-409	-0,088
0,055805	-413	-0,082
0,056781	-413	-0,078
0,057758	-413	-0,111
0,058734	-413	-0,075
0,059711	-413	-0,052
0,060688	-418	-0,079
0,061664	-418	-0,081
0,062641	-423	-0,050
0,063617	-423	-0,075
0,064594	-428	-0,077
0,065570	-423	-0,065
0,066547	-428	-0,026
0,067523	-428	-0,091
0,068500	-433	-0,069
0,069477	-433	-0,076
0,070453	-433	-0,054
0,071430	-438	-0,024
0,072406	-438	-0,057
0,073383	-442	-0,060
0,074359	-438	-0,079
0,075336	-438	-0,078
0,076313	-438	-0,066
0,077289	-442	-0,054
0,078266	-447	-0,080
0,079242	-447	-0,073
0,080219	-447	-0,076
0,081195	-447	-0,068
0,082172	-447	-0,076
0,083148	-447	-0,074
0,084125	-447	-0,078
0,085102	-447	-0,076
0,086078	-452	-0,054
0,087055	-452	-0,100
0,088031	-452	-0,103
0,089008	-457	-0,075
0,089984	-452	-0,058
0,090961	-447	-0,029
0,091938	-452	-0,032
0,092914	-452	-0,068
0,093891	-457	-0,072
0,094867	-452	-0,065
0,095844	-457	-0,071
0,096820	-462	-0,113
0,097797	-457	-0,058
0,098773	-462	-0,064
0,099750	-457	-0,084
0,100727	-457	-0,059
0,101703	-462	-0,089
0,102680	-462	-0,072
0,103656	-466	-0,074
0,104633	-462	-0,059
0,105609	-462	-0,094
0,106586	-466	-0,101
0,107563	-466	-0,067
0,108539	-462	-0,086
0,109516	-462	-0,066
0,110492	-457	-0,093
0,111469	-466	-0,049
0,112445	-466	-0,084
0,113422	-466	-0,082
0,114398	-466	-0,080
0,115375	-466	-0,055
0,116352	-466	-0,091
0,117328	-466	-0,087
