time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,110	10,112	10,107	0	0,0	24,2	0,0
1	0,000	10	10,110	10,112	10,107	10	23,5	24,2	0,0
2	0,000	10	10,110	10,112	10,107	5	23,5	24,2	0,0
3	0,290	10	10,110	10,112	10,107	0	23,5	24,2	-1258,6
4	0,290	10	10,110	10,113	10,108	143	23,5	24,2	-1258,6
5	0,346	11	10,110	10,113	10,108	287	23,5	24,2	-1258,6
6	0,266	12	10,110	10,113	10,108	430	23,5	24,2	-908,8
7	0,272	12	10,110	10,112	10,107	1996	23,5	24,2	-559,0
8	0,299	12	10,110	10,112	10,107	3564	23,5	24,2	-209,7
9	0,304	11	10,110	10,112	10,107	5130	23,5	24,2	-179,5
10	0,301	11	10,110	10,112	10,107	5225	23,5	24,2	-149,3
11	0,306	11	10,110	10,112	10,107	5320	23,5	24,2	-168,8
12	0,308	11	10,110	10,112	10,107	5317	23,5	24,2	-188,3
13	0,306	11	10,110	10,112	10,107	5313	23,5	24,2	-207,7
14	0,308	11	10,110	10,112	10,107	5310	23,5	24,2	-178,0
15	0,306	11	10,110	10,112	10,107	5303	23,5	24,2	-148,3
16	0,310	11	10,110	10,112	10,107	5297	23,5	24,2	-158,4
17	0,309	11	10,110	10,112	10,107	5290	23,5	24,2	-168,5
18	0,311	11	10,110	10,112	10,107	5283	23,5	24,2	-178,6
19	0,307	11	10,110	10,112	10,107	5277	23,5	24,2	-170,2
20	0,309	11	10,110	10,112	10,107	5270	23,5	24,2	-161,7
21	0,304	11	10,110	10,112	10,107	5265	23,5	24,2	-153,3
22	0,309	11	10,110	10,112	10,108	5260	23,5	24,2	-178,8
23	0,301	11	10,110	10,112	10,108	5255	23,5	24,2	-204,2
24	0,315	11	10,110	10,112	10,108	5250	23,5	24,2	-204,2
25	0,305	11	10,110	10,112	10,108	5243	23,5	24,2	-204,2
26	0,308	11	10,110	10,112	10,108	5237	23,5	24,2	-172,8
27	0,311	11	10,110	10,112	10,107	5230	23,5	24,2	-141,4
28	0,311	11	10,110	10,112	10,107	5225	23,5	24,2	-158,3
29	0,304	11	10,110	10,112	10,107	5220	23,5	24,2	-175,2
30	0,313	11	10,110	10,112	10,107	5213	23,5	24,2	-184,6
31	0,315	11	10,110	10,112	10,107	5207	23,5	24,2	-193,9
32	0,307	11	10,110	10,112	10,107	5200	23,5	24,2	-203,3
33	0,309	11	10,110	10,112	10,107	5195	23,5	24,2	-170,5
34	0,308	11	10,110	10,112	10,107	5190	23,5	24,2	-137,7
35	0,312	11	10,110	10,112	10,107	5180	23,5	24,2	-137,1
36	0,309	11	10,110	10,112	10,107	5170	23,5	24,2	-136,6
37	0,313	11	10,110	10,112	10,107	5160	23,5	24,2	-136,0
38	0,312	11	10,110	10,112	10,107	5160	23,5	24,2	-155,0
39	0,316	11	10,110	10,112	10,107	5160	23,5	24,2	-173,9
