time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,103	0	0,0	6307,8	0,0
1	0,000	45	10,105	10,107	10,103	0	27,8	6307,8	0,0
2	0,000	45	10,105	10,107	10,103	0	28,5	6307,8	-1,8
3	0,120	45	10,105	10,107	10,103	0	29,2	6307,8	0,3
4	0,120	45	10,105	10,107	10,103	23	29,7	6307,8	2,5
5	0,183	44	10,105	10,107	10,103	47	30,1	6307,8	4,6
6	0,222	43	10,105	10,107	10,103	73	30,6	6307,8	-7,0
7	0,228	43	10,105	10,107	10,103	896	31,7	6307,8	-18,7
8	0,216	43	10,105	10,107	10,103	1720	32,7	6307,8	-30,3
9	0,210	42	10,105	10,107	10,103	2871	33,8	6307,8	-38,3
10	0,204	41	10,105	10,107	10,102	4022	34,8	6307,8	-46,2
11	0,201	41	10,105	10,107	10,102	5170	35,9	6307,8	-54,2
12	0,199	41	10,105	10,107	10,102	5183	36,6	6307,8	-46,5
13	0,196	41	10,105	10,107	10,103	5197	37,4	6307,8	-38,8
14	0,194	41	10,105	10,107	10,103	5210	38,1	6307,8	-31,2
15	0,193	41	10,105	10,107	10,103	5210	38,9	6307,8	-31,2
16	0,191	40	10,105	10,107	10,103	5210	39,7	6307,8	-31,2
17	0,193	40	10,105	10,107	10,103	5205	40,8	6307,8	-52,1
18	0,189	41	10,105	10,107	10,103	5200	41,8	6307,8	-73,0
19	0,186	41	10,105	10,107	10,103	5190	42,8	6307,8	-79,6
20	0,186	41	10,105	10,107	10,102	5180	43,9	6307,8	-86,2
21	0,185	41	10,105	10,107	10,102	5170	44,9	6307,8	-92,8
22	0,184	41	10,105	10,107	10,102	5160	46,0	6307,8	-92,8
23	0,182	41	10,105	10,107	10,102	5150	47,0	6307,8	-92,8
24	0,180	41	10,105	10,107	10,102	5147	47,5	6307,8	-83,7
25	0,179	41	10,105	10,107	10,102	5143	48,0	6307,8	-74,6
26	0,176	41	10,105	10,107	10,102	5140	48,5	6307,8	-65,5
27	0,176	41	10,105	10,107	10,102	5137	49,7	6307,8	-64,6
28	0,176	41	10,105	10,107	10,103	5133	50,8	6307,8	-63,8
29	0,174	41	10,105	10,107	10,103	5130	52,0	6307,8	-62,9
30	0,171	41	10,105	10,107	10,103	5130	52,8	6307,8	-49,2
31	0,171	41	10,105	10,107	10,103	5130	53,5	6307,8	-35,6
32	0,169	41	10,105	10,107	10,103	5127	54,0	6307,8	-35,6
33	0,168	41	10,105	10,107	10,102	5123	54,4	6307,8	-35,6
34	0,167	41	10,105	10,107	10,102	5120	54,9	6307,8	-35,7
35	0,166	41	10,105	10,107	10,102	5105	55,9	6307,9	-68,2
36	0,164	41	10,105	10,107	10,102	5090	56,8	6307,9	-100,7
37	0,163	41	10,105	10,107	10,102	5085	57,5	6307,9	-104,8
38	0,161	41	10,105	10,107	10,102	5080	58,2	6307,9	-108,9
39	0,159	41	10,105	10,107	10,102	5067	59,3	6307,9	-106,2
40	0,159	41	10,105	10,107	10,103	5053	60,3	6307,9	-103,5
41	0,158	41	10,105	10,107	10,103	5040	61,4	6307,9	-100,7
42	0,156	41	10,105	10,107	10,103	5033	61,9	6307,9	-80,1
43	0,155	41	10,105	10,107	10,102	5027	62,3	6307,9	-59,6
44	0,153	41	10,105	10,107	10,102	5020	62,8	6307,9	-39,0
45	0,152	41	10,105	10,107	10,102	5010	63,8	6307,9	-43,0
46	0,152	41	10,105	10,107	10,103	5000	64,9	6307,9	-47,1
47	0,150	41	10,105	10,107	10,103	4990	65,9	6307,9	-51,1
48	0,149	41	10,105	10,107	10,103	4983	66,3	6307,9	-47,7
49	0,148	41	10,105	10,107	10,102	4977	66,8	6307,8	-44,3
50	0,146	41	10,105	10,107	10,102	4970	67,2	6307,8	-40,9
51	0,145	41	10,105	10,107	10,102	4960	68,2	6307,8	-60,7
52	0,143	41	10,105	10,107	10,103	4950	69,3	6307,8	-80,6
53	0,141	41	10,105	10,107	10,103	4940	70,3	6307,8	-100,2
54	0,141	41	10,105	10,107	10,103	4933	70,3	6307,8	-82,7
55	0,140	41	10,105	10,107	10,102	4927	70,3	6307,8	-65,1
56	0,139	41	10,105	10,107	10,102	4920	70,3	6307,8	-47,6
57	0,138	41	10,105	10,107	10,103	4915	71,0	6307,8	-23,6
58	0,137	41	10,105	10,107	10,103	4910	71,6	6307,8	0,3
59	0,134	41	10,105	10,107	10,103	4900	73,0	6307,8	-14,7
60	0,134	41	10,105	10,107	10,102	4890	74,4	6307,8	-29,6
61	0,132	41	10,105	10,107	10,102	4880	75,8	6307,8	-44,6
62	0,131	41	10,105	10,107	10,102	4870	76,4	6307,8	-72,7
63	0,132	41	10,105	10,107	10,102	4860	77,0	6307,8	-100,8
64	0,129	41	10,105	10,107	10,102	4850	77,9	6307,8	-100,8
65	0,129	41	10,105	10,107	10,102	4840	78,7	6307,8	-100,7
66	0,128	41	10,105	10,107	10,102	4833	78,7	6307,8	-80,6
67	0,127	41	10,105	10,107	10,102	4827	78,7	6307,8	-60,4
68	0,127	41	10,105	10,107	10,102	4820	78,7	6307,8	-40,2
69	0,124	41	10,105	10,107	10,102	4807	79,5	6307,8	-26,4
70	0,124	41	10,105	10,107	10,103	4793	80,3	6307,8	-12,7
71	0,123	41	10,105	10,107	10,103	4780	81,1	6307,8	0,8
72	0,123	41	10,105	10,107	10,103	4770	81,9	6307,8	-48,8
73	0,121	41	10,105	10,107	10,102	4760	82,7	6307,8	-98,3
74	0,121	41	10,105	10,107	10,102	4755	83,5	6307,8	-99,3
75	0,121	41	10,105	10,107	10,102	4750	84,3	6307,8	-100,3
76	0,120	41	10,105	10,107	10,102	4743	84,3	6307,8	-100,3
77	0,119	41	10,105	10,107	10,103	4737	84,3	6307,8	-100,3
78	0,119	41	10,105	10,107	10,103	4730	84,3	6307,8	-100,3
79	0,118	41	10,105	10,107	10,103	4720	85,5	6307,8	-98,1
80	0,118	41	10,105	10,107	10,103	4710	86,7	6307,8	-95,9
81	0,113	41	10,105	10,107	10,103	4705	87,8	6307,8	-95,9
82	0,115	42	10,105	10,107	10,103	4700	89,0	6307,8	-95,9
83	0,110	42	10,105	10,107	10,103	4684	89,9	6307,8	-95,2
84	0,114	42	10,105	10,108	10,102	4667	90,8	6307,8	-94,5
85	0,113	41	10,105	10,108	10,102	4650	91,7	6307,8	-93,8
86	0,113	41	10,105	10,108	10,102	4647	92,1	6307,8	-93,8
87	0,109	42	10,105	10,108	10,102	4643	92,4	6307,8	-93,8
88	0,108	42	10,105	10,108	10,102	4640	92,8	6307,8	-93,7
89	0,111	41	10,105	10,108	10,102	4620	93,7	6307,8	-72,0
90	0,109	41	10,105	10,107	10,103	4600	94,6	6307,8	-50,3
91	0,109	41	10,105	10,107	10,103	4580	95,5	6307,8	-28,6
92	0,109	41	10,105	10,107	10,103	4575	96,1	6307,8	-14,3
93	0,104	42	10,105	10,107	10,103	4570	96,6	6307,8	-0,3
94	0,103	42	10,105	10,107	10,103	4565	97,4	6307,8	-49,5
95	0,101	42	10,105	10,107	10,103	4560	98,1	6307,8	-98,7
96	0,101	42	10,105	10,107	10,103	4557	98,4	6307,8	-66,1
97	0,100	42	10,105	10,107	10,102	4553	98,8	6307,8	-33,5
98	0,103	42	10,105	10,107	10,102	4550	99,1	6307,8	-1,1
99	0,104	42	10,105	10,107	10,102	4540	99,7	6307,8	-49,3
100	0,106	42	10,105	10,107	10,102	4530	100,2	6307,8	-97,4
101	0,105	42	10,105	10,107	10,102	4513	101,0	6307,8	-72,7
102	0,104	42	10,105	10,107	10,102	4497	101,9	6307,8	-47,9
103	0,102	42	10,105	10,107	10,102	4480	102,7	6307,8	-23,3
104	0,101	42	10,105	10,107	10,102	4477	103,1	6307,8	-16,0
105	0,099	42	10,105	10,107	10,103	4473	103,4	6307,8	-8,8
106	0,098	42	10,105	10,107	10,103	4470	103,8	6307,8	-1,8
107	0,097	42	10,105	10,107	10,103	4450	104,5	6307,8	-48,7
108	0,098	42	10,105	10,107	10,103	4430	105,2	6307,8	-95,4
109	0,096	42	10,105	10,107	10,103	4420	105,9	6307,8	-95,0
110	0,096	42	10,105	10,107	10,103	4410	106,6	6307,8	-94,5
111	0,093	42	10,105	10,107	10,103	4400	107,3	6307,8	-94,1
112	0,094	42	10,105	10,107	10,103	4385	108,0	6307,8	-94,1
113	0,093	42	10,105	10,107	10,103	4370	108,6	6307,8	-93,9
114	0,092	42	10,105	10,107	10,103	4355	109,2	6307,8	-56,2
115	0,092	42	10,105	10,107	10,102	4340	109,7	6307,8	-18,5
