time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,103	10,106	10,101	0	0,0	22,4	0,0
1	0,000	44	10,103	10,106	10,101	10	67,2	22,4	0,0
2	0,000	44	10,103	10,106	10,101	7	67,3	22,4	0,0
3	0,113	44	10,103	10,106	10,101	3	67,5	22,4	-5,4
4	0,113	44	10,103	10,105	10,101	0	67,6	22,3	-3,6
5	0,153	44	10,103	10,105	10,101	589	68,3	22,3	-1,9
6	0,179	44	10,103	10,105	10,101	1179	68,9	22,3	-27,2
7	0,198	44	10,103	10,105	10,101	1769	69,6	22,2	-52,6
8	0,214	43	10,103	10,105	10,101	2608	70,2	22,3	-52,6
9	0,225	42	10,103	10,105	10,101	3447	70,7	22,3	-52,6
10	0,231	42	10,103	10,105	10,101	4287	71,3	22,4	-52,6
11	0,236	42	10,103	10,105	10,101	4593	72,3	22,4	-66,1
12	0,239	42	10,103	10,105	10,101	4896	73,2	22,5	-79,7
13	0,246	42	10,103	10,105	10,101	5200	74,2	22,5	-93,2
14	0,246	42	10,103	10,105	10,101	5190	74,7	22,5	-107,9
15	0,249	42	10,103	10,105	10,101	5180	75,3	22,5	-122,7
16	0,241	42	10,103	10,105	10,101	5170	75,8	22,5	-137,4
17	0,247	42	10,103	10,105	10,101	5160	76,9	22,5	-101,3
18	0,254	42	10,103	10,105	10,101	5150	78,0	22,6	-65,1
19	0,266	42	10,103	10,105	10,101	5130	79,3	22,6	-64,1
20	0,277	42	10,103	10,105	10,101	5110	80,7	22,7	-63,2
21	0,285	42	10,103	10,105	10,101	5090	82,0	22,7	-62,3
22	0,285	42	10,103	10,105	10,101	5073	82,5	22,7	-61,4
23	0,293	42	10,103	10,105	10,101	5057	83,1	22,8	-60,5
24	0,296	42	10,103	10,105	10,101	5040	83,6	22,8	-59,6
25	0,299	42	10,103	10,105	10,101	5017	84,2	22,8	-45,6
26	0,304	42	10,103	10,105	10,101	4993	84,7	22,9	-31,5
27	0,304	42	10,103	10,105	10,101	4970	85,3	22,9	-17,4
28	0,306	42	10,103	10,105	10,101	4955	87,2	23,1	-41,4
29	0,308	42	10,103	10,105	10,101	4940	89,1	23,2	-65,3
30	0,308	42	10,103	10,105	10,101	4930	89,6	23,3	-65,3
31	0,309	42	10,103	10,106	10,101	4920	90,2	23,3	-65,3
32	0,306	42	10,103	10,106	10,101	4910	90,7	23,4	-65,3
33	0,304	42	10,103	10,106	10,101	4890	91,9	23,6	-70,2
34	0,307	42	10,103	10,105	10,101	4870	93,1	23,7	-75,2
35	0,307	42	10,103	10,105	10,101	4850	94,3	23,9	-80,1
36	0,308	42	10,103	10,105	10,101	4835	95,0	24,0	-72,4
37	0,308	42	10,103	10,105	10,101	4820	95,8	24,2	-64,8
38	0,308	42	10,103	10,105	10,101	4813	96,4	24,3	-64,7
39	0,310	42	10,103	10,105	10,101	4807	97,1	24,4	-64,7
40	0,313	42	10,103	10,105	10,101	4800	97,7	24,5	-64,8
41	0,315	42	10,103	10,105	10,101	4785	98,5	24,6	-132,7
42	0,315	42	10,103	10,105	10,101	4770	99,2	24,7	-200,5
43	0,314	42	10,103	10,105	10,101	4753	100,3	25,0	-138,3
44	0,314	42	10,103	10,105	10,101	4737	101,4	25,2	-75,9
45	0,316	42	10,103	10,105	10,101	4720	102,5	25,5	-13,5
46	0,314	42	10,103	10,105	10,101	4713	102,5	25,5	-49,6
47	0,305	43	10,103	10,105	10,101	4707	102,5	25,5	-86,1
48	0,312	43	10,103	10,105	10,101	4700	102,5	25,5	-122,5
49	0,314	42	10,103	10,105	10,101	4690	103,8	25,8	-103,8
50	0,313	42	10,103	10,105	10,101	4680	105,2	26,1	-85,1
51	0,313	42	10,103	10,105	10,101	4667	105,7	26,3	-102,2
52	0,314	42	10,103	10,105	10,101	4653	106,1	26,4	-119,5
53	0,317	42	10,103	10,105	10,101	4640	106,6	26,6	-136,8
54	0,315	42	10,103	10,105	10,101	4630	108,1	27,4	-110,9
55	0,316	42	0,000	0,000	0,000	0	0,0	0,0	0,0
56	0,000	42	0,000	0,000	0,000	0	0,0	0,0	0,0
57	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
58	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
59	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
60	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
61	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
62	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
63	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
64	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
65	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
66	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
67	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
68	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
69	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
70	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
71	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
72	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
73	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
74	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
75	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
76	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
77	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
78	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
79	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
80	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
81	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
82	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
83	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
84	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
85	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
86	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
87	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
88	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
89	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
90	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
91	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
92	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
93	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
94	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
95	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
96	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
97	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
98	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
99	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
