time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,102	0	0,0	25,1	0,0
1	0,019	9	10,105	10,107	10,102	10	24,3	25,1	0,0
2	0,019	9	10,105	10,107	10,102	10	24,3	25,0	0,0
3	0,019	9	10,105	10,107	10,102	10	24,3	25,0	0,0
4	0,348	9	10,105	10,107	10,102	11	24,3	25,0	6,8
5	0,358	9	10,105	10,107	10,102	421	24,3	25,0	13,6
6	0,358	10	10,105	10,107	10,102	832	24,3	25,0	9,7
7	0,302	10	10,105	10,107	10,102	2157	24,3	25,0	5,9
8	0,283	10	10,105	10,107	10,102	3481	24,3	25,0	2,0
9	0,267	10	10,105	10,107	10,102	4191	24,3	25,0	4,6
10	0,256	10	10,105	10,107	10,103	4902	24,3	25,0	7,2
11	0,262	10	10,105	10,107	10,103	5610	24,3	25,0	9,8
12	0,261	10	10,105	10,107	10,103	5610	24,3	25,0	7,8
13	0,253	10	10,105	10,107	10,103	5610	24,3	25,0	5,8
14	0,253	10	10,105	10,107	10,103	5607	24,3	25,0	6,3
15	0,253	10	10,105	10,107	10,102	5603	24,3	25,0	6,7
16	0,254	10	10,105	10,107	10,102	5600	24,3	25,0	7,2
17	0,254	10	10,105	10,107	10,102	5597	24,3	25,0	8,5
18	0,254	10	10,105	10,107	10,102	5593	24,3	25,0	9,9
19	0,259	10	10,105	10,107	10,102	5590	24,3	25,0	11,2
20	0,259	10	10,105	10,107	10,103	5585	24,3	25,0	12,6
21	0,254	10	10,105	10,107	10,103	5580	24,3	25,0	13,9
22	0,259	10	10,105	10,107	10,103	5575	24,3	25,0	13,9
23	0,262	10	10,105	10,107	10,103	5570	24,3	25,0	13,9
24	0,261	10	10,105	10,107	10,103	5570	24,3	25,0	-4,5
25	0,258	10	10,105	10,107	10,103	5570	24,3	25,0	-22,9
26	0,257	10	10,105	10,107	10,103	5567	24,3	25,0	-10,6
27	0,251	10	10,105	10,107	10,103	5563	24,3	25,0	1,8
28	0,259	10	10,105	10,107	10,103	5560	24,3	25,0	14,1
29	0,262	10	10,105	10,107	10,103	5553	24,3	25,0	13,8
