time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,104	10,107	10,102	0	0,0	26,2	0,0
1	0,001	44	10,104	10,107	10,102	10	26,2	26,2	0,0
2	0,006	44	10,104	10,107	10,102	10	26,3	26,2	0,0
3	0,006	44	10,104	10,107	10,102	10	26,5	26,2	-18,7
4	0,213	44	10,104	10,107	10,102	13	26,7	26,2	0,9
5	0,247	44	10,104	10,107	10,102	17	26,8	26,2	22,6
6	0,280	44	10,104	10,107	10,102	20	27,0	26,2	44,3
7	0,256	44	10,104	10,107	10,102	1808	27,2	26,2	66,0
8	0,253	44	10,104	10,107	10,102	3599	27,5	26,2	39,7
9	0,253	41	10,104	10,107	10,102	5390	27,7	26,2	13,3
10	0,246	41	10,104	10,107	10,102	5740	29,0	26,2	-13,0
11	0,247	41	10,104	10,107	10,102	6090	30,4	26,2	6,4
12	0,244	41	10,104	10,107	10,102	6090	31,1	26,3	25,7
13	0,244	41	10,104	10,107	10,102	6090	31,8	26,3	-28,2
14	0,237	41	10,104	10,106	10,102	6087	32,5	26,4	-82,9
15	0,241	42	10,104	10,106	10,102	6083	33,3	26,4	-137,5
16	0,241	42	10,104	10,106	10,102	6080	34,0	26,4	-118,2
17	0,240	41	10,104	10,106	10,102	6070	34,8	26,5	-98,9
18	0,240	41	10,104	10,106	10,102	6060	35,6	26,5	-98,8
19	0,236	41	10,104	10,107	10,102	6050	35,6	26,5	-98,8
20	0,234	42	10,104	10,107	10,102	6040	35,6	26,5	-98,8
21	0,234	42	10,104	10,107	10,102	6030	37,5	26,6	-126,6
22	0,233	42	10,104	10,107	10,102	6020	39,5	26,8	-154,8
23	0,232	42	10,104	10,107	10,102	6010	41,5	26,9	-183,0
24	0,233	42	10,104	10,107	10,102	6003	42,3	27,0	-153,8
25	0,231	42	10,104	10,107	10,102	5997	43,1	27,1	-123,9
26	0,234	42	10,104	10,107	10,102	5990	43,9	27,2	-93,9
27	0,231	41	10,104	10,107	10,102	5983	45,1	27,3	-109,9
28	0,230	41	10,104	10,107	10,102	5977	46,2	27,5	-126,0
29	0,233	41	10,104	10,107	10,102	5970	47,4	27,6	-142,0
30	0,229	41	10,104	10,107	10,102	5963	47,4	27,6	-124,8
31	0,228	41	10,104	10,106	10,102	5957	47,4	27,6	-107,7
32	0,228	42	10,104	10,106	10,102	5950	47,4	27,6	-90,6
33	0,231	42	10,104	10,106	10,102	5943	49,3	27,9	-89,8
34	0,227	41	10,104	10,107	10,102	5937	51,1	28,3	-89,2
35	0,224	42	10,104	10,107	10,102	5930	53,0	28,6	-88,5
36	0,224	42	10,104	10,107	10,102	5925	53,0	28,6	-88,5
37	0,229	42	10,104	10,107	10,102	5920	53,0	28,6	-88,5
38	0,223	41	10,104	10,107	10,102	5917	53,7	28,8	-111,5
39	0,223	42	10,104	10,107	10,102	5913	54,4	28,9	-134,5
40	0,221	42	10,104	10,107	10,102	5910	55,1	29,1	-157,4
41	0,222	42	10,104	10,107	10,102	5900	56,7	29,5	-123,4
42	0,226	42	10,104	10,107	10,102	5890	58,3	29,9	-89,4
43	0,219	41	10,104	10,107	10,102	5887	59,5	30,2	-102,4
44	0,219	41	10,104	10,106	10,102	5883	60,7	30,6	-115,5
45	0,217	42	10,104	10,106	10,102	5880	61,9	30,9	-128,5
46	0,221	42	10,104	10,106	10,102	5873	62,4	31,1	-128,5
47	0,217	42	10,104	10,106	10,102	5867	62,9	31,2	-128,5
48	0,221	42	10,104	10,106	10,102	5860	63,4	31,4	-128,5
49	0,215	42	10,104	10,107	10,102	5855	64,3	31,7	-106,4
50	0,216	42	10,104	10,107	10,102	5850	65,3	32,0	-84,4
51	0,213	42	10,104	10,107	10,102	5847	65,8	32,2	-99,3
52	0,213	42	10,104	10,107	10,102	5843	66,3	32,4	-114,5
53	0,218	41	10,104	10,107	10,102	5840	66,8	32,6	-129,7
54	0,210	42	10,104	10,107	10,102	5830	68,5	33,2	-106,4
55	0,209	42	10,104	10,107	10,102	5820	70,1	33,8	-83,2
56	0,209	42	10,104	10,107	10,102	5817	70,6	34,0	-83,2
57	0,209	42	10,104	10,107	10,102	5813	71,0	34,2	-83,2
58	0,209	42	10,104	10,107	10,102	5810	71,5	34,4	-83,3
59	0,208	42	10,104	10,107	10,102	5810	72,2	34,7	-111,0
60	0,208	42	10,104	10,107	10,102	5810	72,8	35,0	-138,8
61	0,203	42	10,104	10,107	10,102	5805	73,7	35,4	-110,3
62	0,206	42	10,104	10,107	10,102	5800	74,6	35,8	-81,8
63	0,204	42	10,104	10,107	10,102	5794	75,5	36,2	-47,8
64	0,202	42	10,104	10,107	10,102	5787	76,3	36,6	-13,9
65	0,201	42	10,104	10,107	10,102	5781	77,2	37,0	20,0
66	0,202	42	10,104	10,107	10,102	5777	77,9	37,2	23,6
67	0,201	42	10,104	10,107	10,102	5773	78,5	37,5	23,6
