time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,103	0	0,0	24,9	0,0
1	0,000	44	10,105	10,107	10,103	0	29,6	24,9	0,0
2	0,000	44	10,105	10,107	10,103	0	29,6	24,9	0,0
3	0,152	44	10,105	10,107	10,103	0	29,6	25,0	-1771,8
4	0,189	44	10,105	10,107	10,103	738	30,8	25,1	-1771,6
5	0,234	44	10,105	10,107	10,103	1479	32,0	25,2	-1771,5
6	0,238	44	10,105	10,107	10,103	2219	33,2	25,3	-1771,5
7	0,239	44	10,105	10,107	10,102	3119	34,3	25,5	-1771,5
8	0,239	43	10,105	10,107	10,102	4019	35,3	25,9	-951,8
9	0,234	41	10,105	10,107	10,102	4918	36,4	26,4	-130,7
10	0,235	40	10,105	10,107	10,102	5200	37,5	26,8	-128,4
11	0,233	40	10,105	10,107	10,103	5480	38,6	27,1	-127,7
12	0,233	40	10,105	10,107	10,103	5760	39,7	27,5	-126,9
13	0,231	40	10,105	10,108	10,103	5755	40,7	27,9	-107,9
14	0,229	40	10,105	10,108	10,103	5750	41,8	28,3	-88,8
15	0,229	40	10,105	10,108	10,103	5747	42,3	28,5	-88,8
16	0,226	40	10,105	10,108	10,103	5743	42,9	28,8	-88,8
17	0,224	40	10,105	10,108	10,103	5740	43,4	29,0	-88,8
18	0,224	40	10,105	10,108	10,103	5735	44,4	29,5	-45,8
19	0,222	40	10,105	10,107	10,103	5730	45,5	30,1	-2,7
20	0,220	40	10,105	10,107	10,103	5720	46,2	30,5	-42,9
21	0,218	40	10,105	10,107	10,103	5710	47,0	30,9	-83,0
22	0,218	40	10,105	10,108	10,103	5705	47,8	31,3	-42,6
23	0,216	40	10,105	10,108	10,103	5700	48,6	31,7	-2,1
24	0,215	40	10,105	10,108	10,103	5693	49,8	32,4	-27,5
25	0,213	40	10,105	10,108	10,103	5687	50,9	33,2	-53,1
26	0,212	40	10,105	10,108	10,103	5680	52,1	33,9	-78,7
27	0,209	40	10,105	10,108	10,103	5675	52,8	34,4	-78,7
28	0,209	40	10,105	10,107	10,103	5670	53,5	34,9	-78,7
29	0,209	40	10,105	10,107	10,103	5667	54,1	35,3	-51,7
30	0,209	40	10,105	10,107	10,103	5663	54,8	35,8	-24,6
31	0,203	40	10,105	10,107	10,103	5660	55,4	36,2	2,4
32	0,202	41	10,105	10,107	10,103	5650	56,2	36,7	-60,5
33	0,204	41	10,105	10,107	10,103	5640	56,9	37,2	-123,4
34	0,203	40	10,105	10,107	10,103	5635	57,6	37,8	-125,2
