time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,106	10,109	10,104	0	0,0	24,0	0,0
1	0,021	9	10,106	10,109	10,104	0	23,2	24,0	0,0
2	0,021	9	10,106	10,109	10,104	0	23,2	24,0	0,0
3	0,873	9	10,106	10,109	10,104	0	23,2	24,0	-1447,1
4	0,943	12	10,106	10,109	10,104	373	23,2	24,0	-1447,1
5	0,543	16	10,106	10,109	10,104	746	23,2	24,0	-1447,1
6	0,470	14	10,106	10,109	10,104	1120	23,2	24,0	-759,1
7	0,454	14	10,106	10,109	10,104	3038	23,2	24,0	-70,5
8	0,405	14	10,106	10,109	10,104	4958	23,2	24,0	-109,6
9	0,429	15	10,106	10,109	10,104	4963	23,2	24,0	-149,9
10	0,390	15	10,106	10,109	10,104	4967	23,2	24,0	-190,2
11	0,428	14	10,106	10,109	10,104	4970	23,2	24,0	-123,7
12	0,384	15	10,106	10,109	10,104	4967	23,2	24,0	-57,2
13	0,413	15	10,106	10,109	10,104	4963	23,2	24,0	-100,4
14	0,376	15	10,106	10,109	10,103	4960	23,2	24,0	-143,8
15	0,413	15	10,106	10,109	10,103	4955	23,2	24,0	-187,2
16	0,376	15	10,106	10,109	10,104	4950	23,2	24,0	-158,8
17	0,405	15	10,106	10,109	10,104	4945	23,2	24,0	-130,5
18	0,371	15	10,106	10,109	10,104	4940	23,2	24,0	-93,5
19	0,403	15	10,106	10,109	10,104	4937	23,2	24,0	-56,5
20	0,373	15	10,106	10,109	10,104	4933	23,3	24,0	-78,1
21	0,395	15	10,106	10,109	10,104	4930	23,3	24,0	-99,8
22	0,393	14	10,106	10,109	10,104	4923	23,3	24,0	-121,5
23	0,406	14	10,106	10,109	10,104	4917	23,2	24,0	-99,2
24	0,369	15	10,106	10,109	10,104	4910	23,2	24,0	-76,7
25	0,395	15	10,106	10,109	10,104	4907	23,2	24,0	-54,2
26	0,394	15	10,106	10,109	10,104	4903	23,3	24,0	-52,8
27	0,408	14	10,106	10,109	10,104	4900	23,3	24,0	-51,4
28	0,369	14	10,106	10,109	10,104	4890	23,3	24,0	-50,0
29	0,396	15	10,106	10,109	10,104	4880	23,3	24,0	-50,0
30	0,406	15	10,106	10,109	10,104	4873	23,3	24,0	-50,0
31	0,372	14	10,106	10,109	10,104	4867	23,3	24,0	-49,4
32	0,393	14	10,106	10,109	10,104	4860	23,3	24,0	-48,7
33	0,406	14	10,106	10,109	10,104	4857	23,3	24,0	-48,7
34	0,371	14	10,106	10,109	10,104	4853	23,3	24,0	-48,6
35	0,395	15	10,106	10,109	10,104	4850	23,3	24,0	-48,6
36	0,392	14	10,106	10,109	10,104	4843	23,3	24,0	-93,1
37	0,391	14	10,106	10,109	10,104	4837	23,3	23,9	-137,6
38	0,406	14	10,106	10,109	10,104	4830	23,3	23,9	-182,2
39	0,374	14	10,106	10,109	10,104	4827	23,3	23,9	-153,0
40	0,391	14	10,106	10,109	10,104	4823	23,3	24,0	-123,7
41	0,398	14	10,106	10,109	10,104	4820	23,3	24,0	-94,4
42	0,398	14	10,106	10,109	10,104	4810	23,3	24,0	-123,8
43	0,401	14	10,106	10,109	10,104	4800	23,3	23,9	-153,3
44	0,394	14	10,106	10,109	10,104	4790	23,3	23,9	-182,7
45	0,398	14	10,106	10,109	10,104	4785	23,3	23,9	-182,7
46	0,398	14	10,106	10,109	10,103	4780	23,3	23,9	-182,7
47	0,401	14	10,106	10,109	10,103	4773	23,3	23,9	-137,2
48	0,398	14	10,106	10,109	10,103	4767	23,3	23,9	-91,6
49	0,399	14	10,106	10,109	10,103	4760	23,3	23,9	-46,0
50	0,399	14	10,106	10,109	10,103	4760	23,3	23,9	-51,3
51	0,398	14	10,106	10,109	10,103	4760	23,3	23,9	-56,5
52	0,398	14	10,106	10,109	10,104	4755	23,3	23,9	-67,9
53	0,393	14	10,106	10,109	10,104	4750	23,3	23,9	-79,4
54	0,399	14	10,106	10,109	10,104	4740	23,3	23,9	-72,2
55	0,394	14	10,106	10,109	10,104	4730	23,3	23,9	-64,9
56	0,394	14	10,106	10,109	10,104	4720	23,3	23,9	-57,8
57	0,394	14	10,106	10,109	10,104	4715	23,3	23,9	-120,1
58	0,396	14	10,106	10,109	10,103	4710	23,3	23,9	-182,4
59	0,394	14	10,106	10,109	10,103	4705	23,3	23,9	-114,6
60	0,396	14	10,106	10,109	10,103	4700	23,3	23,9	-46,7
61	0,397	14	10,106	10,109	10,103	4697	23,3	23,9	-91,8
62	0,396	14	10,106	10,109	10,103	4693	23,3	23,9	-137,1
63	0,396	14	10,106	10,109	10,103	4690	23,3	23,9	-182,4
64	0,399	14	10,106	10,109	10,103	4680	23,3	23,9	-182,4
65	0,399	14	10,106	10,109	10,103	4670	23,3	23,9	-182,4
66	0,396	14	10,106	10,109	10,103	4665	23,3	23,9	-114,0
67	0,398	14	10,106	10,109	10,103	4660	23,3	23,9	-45,6
68	0,396	14	10,106	10,109	10,103	4655	23,3	23,9	-53,1
69	0,396	14	10,106	10,109	10,103	4650	23,3	23,9	-60,8
70	0,398	14	10,106	10,109	10,103	4645	23,3	23,9	-120,7
71	0,398	14	10,106	10,109	10,103	4640	23,3	23,9	-180,9
72	0,402	14	10,106	10,109	10,103	4630	23,3	23,9	-181,4
73	0,426	13	10,106	10,109	10,103	4620	23,3	23,9	-180,7
74	0,396	13	10,106	10,109	10,103	4610	23,3	23,9	-180,1
75	0,426	14	10,106	10,109	10,103	4607	23,3	23,9	-134,7
76	0,397	14	10,106	10,109	10,103	4603	23,3	23,9	-89,2
77	0,424	14	10,106	10,109	10,103	4600	23,3	23,9	-43,8
78	0,424	13	10,106	10,109	10,103	4590	23,3	23,9	-50,3
79	0,424	13	10,106	10,109	10,104	4580	23,3	23,9	-56,9
80	0,426	13	10,106	10,109	10,104	4570	23,3	23,9	-63,4
81	0,428	13	10,106	10,109	10,104	4567	23,3	23,9	-63,4
82	0,425	13	10,106	10,109	10,104	4563	23,3	23,9	-63,4
83	0,426	13	10,106	10,109	10,104	4560	23,3	23,9	-63,4
84	0,423	13	10,106	10,109	10,104	4553	23,3	23,9	-63,9
85	0,428	13	10,106	10,109	10,103	4547	23,3	23,9	-64,4
86	0,426	13	10,106	10,109	10,103	4540	23,3	23,9	-64,9
87	0,429	13	10,106	10,109	10,103	4535	23,3	23,9	-53,6
88	0,421	13	10,106	10,109	10,103	4530	23,3	23,9	-42,4
89	0,421	13	10,106	10,109	10,103	4523	23,3	23,9	-42,4
90	0,423	13	10,106	10,109	10,104	4517	23,3	23,9	-42,4
91	0,428	13	10,106	10,109	10,104	4510	23,3	23,9	-42,4
92	0,429	13	10,106	10,109	10,104	4500	23,3	23,9	-54,0
93	0,429	13	10,106	10,109	10,104	4490	23,3	23,9	-65,5
94	0,423	13	10,106	10,109	10,104	4475	23,3	23,9	-51,9
95	0,421	13	10,106	10,109	10,104	4460	23,3	23,9	-38,4
96	0,423	13	10,106	10,109	10,104	4440	23,3	23,9	-47,8
97	0,423	13	10,106	10,109	10,104	4420	23,3	23,9	-57,1
98	0,421	13	10,106	10,109	10,104	4400	23,3	23,9	-66,5
99	0,423	13	10,106	10,109	10,104	4380	23,3	23,9	-51,8
100	0,423	13	10,106	10,109	10,104	4360	23,3	23,9	-37,2
101	0,419	13	10,106	10,109	10,104	4345	23,3	23,9	-51,9
102	0,419	13	10,106	10,109	10,104	4330	23,3	23,9	-66,5
103	0,421	13	10,106	10,109	10,104	4317	23,3	23,9	-66,5
104	0,419	13	10,106	10,108	10,104	4303	23,3	23,9	-66,5
105	0,420	13	10,106	10,108	10,104	4290	23,3	23,9	-66,5
106	0,420	13	10,106	10,108	10,104	4275	23,3	23,9	-51,4
107	0,420	13	10,106	10,108	10,104	4260	23,3	23,9	-36,3
108	0,418	13	10,106	10,109	10,104	4240	23,3	23,9	-51,0
109	0,418	13	10,106	10,109	10,103	4220	23,3	23,9	-65,7
110	0,418	13	10,106	10,109	10,103	4193	23,3	23,9	-55,1
111	0,419	13	10,106	10,109	10,103	4167	23,3	23,9	-44,4
112	0,419	13	10,106	10,109	10,103	4140	23,3	23,9	-33,8
113	0,420	13	10,106	10,109	10,103	4127	23,3	23,9	-43,6
114	0,416	13	10,106	10,109	10,103	4113	23,3	23,9	-53,3
115	0,446	13	10,106	10,109	10,103	4100	23,3	23,9	-63,1
116	0,411	13	10,106	10,109	10,103	4077	23,3	23,9	-90,7
117	0,408	13	10,106	10,109	10,104	4053	23,3	23,9	-118,3
118	0,413	12	10,106	10,109	10,104	4030	23,3	23,9	-145,8
119	0,443	12	10,106	10,109	10,104	4015	23,3	23,9	-88,7
120	0,438	12	10,106	10,109	10,103	4000	23,3	23,9	-31,9
121	0,446	13	10,106	10,109	10,104	4005	23,3	23,9	-88,0
122	0,418	13	10,106	10,109	10,104	4010	23,3	23,9	-144,1
123	0,414	13	10,106	10,109	10,104	4010	23,3	23,9	-144,1
124	0,411	13	10,106	10,109	10,104	4010	23,3	23,9	-144,1
125	0,411	13	10,106	10,109	10,104	4010	23,3	23,9	-144,1
126	0,519	13	10,106	10,109	10,104	4003	23,3	23,9	-123,2
127	0,470	17	10,106	10,109	10,104	3997	23,3	23,9	-102,3
128	0,379	21	10,106	10,109	10,104	3990	23,3	23,9	-81,4
129	0,278	21	10,106	10,109	10,104	3855	23,3	23,9	-81,4
130	0,251	49	10,106	10,109	10,104	3720	23,3	23,9	-81,3
131	0,246	48	10,106	10,109	10,104	3720	23,3	23,9	-29,7
132	0,248	48	10,106	10,109	10,104	3720	23,3	23,9	21,8
133	0,253	48	10,106	10,109	10,104	3740	23,5	23,9	21,8
134	0,253	48	10,106	10,109	10,103	3760	23,8	23,9	21,8
135	0,253	48	10,106	10,109	10,103	3780	24,1	23,9	20,1
136	0,253	48	10,106	10,109	10,103	3800	24,5	24,0	18,4
137	0,253	48	10,106	10,109	10,103	3810	24,5	24,0	18,4
138	0,253	48	10,106	10,109	10,103	3820	24,5	24,0	18,4
139	0,254	48	10,106	10,109	10,103	3830	24,5	24,0	18,4
140	0,253	48	10,106	10,109	10,103	3830	25,1	24,0	26,4
141	0,255	48	10,106	10,109	10,103	3830	25,8	24,1	34,4
142	0,254	48	10,106	10,109	10,103	3866	27,1	24,3	28,9
143	0,255	48	10,106	10,109	10,103	3903	28,5	24,4	23,0
144	0,254	48	10,106	10,109	10,103	3940	29,8	24,6	17,1
145	0,254	48	10,106	10,109	10,103	3960	29,8	24,6	17,1
146	0,254	48	10,106	10,109	10,103	3980	29,8	24,6	17,1
147	0,253	48	10,106	10,109	10,103	3993	30,5	24,7	13,5
148	0,253	48	10,106	10,109	10,103	4007	31,3	24,9	9,8
149	0,253	48	10,106	10,109	10,103	4020	32,0	25,0	6,2
150	0,251	48	10,106	10,109	10,103	4020	32,0	25,0	6,2
151	0,251	48	10,106	10,109	10,103	4020	32,0	25,0	6,2
152	0,251	48	10,106	10,109	10,103	4020	33,8	25,6	-13,8
153	0,249	48	10,106	10,109	10,103	4020	35,7	26,1	-33,9
154	0,249	48	10,106	10,109	10,103	4020	37,5	26,7	-53,7
155	0,247	48	10,106	10,109	10,103	4020	38,3	27,0	-20,3
156	0,247	49	10,106	10,109	10,103	4020	39,1	27,3	13,0
157	0,239	49	10,106	10,109	10,103	4020	39,1	27,3	13,0
158	0,239	48	10,106	10,109	10,103	4020	39,1	27,3	13,0
159	0,244	48	10,106	10,109	10,103	4017	40,4	27,9	9,3
160	0,238	48	10,106	10,109	10,103	4013	41,6	28,4	5,6
161	0,241	48	10,106	10,109	10,103	4010	42,9	29,0	1,9
162	0,238	48	10,106	10,109	10,103	4005	43,7	29,4	1,9
163	0,238	48	10,106	10,109	10,103	4000	44,5	29,7	1,9
164	0,238	48	10,106	10,109	10,103	4000	45,6	30,3	12,7
165	0,237	48	10,106	10,109	10,103	4000	46,6	30,9	23,5
166	0,235	48	10,106	10,109	10,103	4007	48,1	31,8	17,1
167	0,233	48	10,106	10,109	10,104	4013	49,6	32,8	10,6
168	0,232	48	10,106	10,109	10,104	4020	51,1	33,7	4,2
169	0,231	48	10,106	10,109	10,104	4013	51,1	33,7	4,2
170	0,232	48	10,106	10,109	10,104	4007	51,1	33,7	4,2
171	0,229	48	10,106	10,109	10,104	4000	51,1	33,7	4,2
172	0,228	48	10,106	10,109	10,104	4003	52,4	34,6	-0,3
173	0,227	48	10,106	10,109	10,104	4007	53,7	35,4	-4,7
174	0,224	48	10,106	10,109	10,104	4010	55,0	36,3	-9,3
175	0,224	48	10,106	10,109	10,104	4005	56,5	37,4	-41,0
176	0,225	48	10,106	10,109	10,104	4000	57,9	38,4	-72,7
177	0,225	48	10,106	10,109	10,104	4000	57,9	38,4	-89,4
178	0,223	48	10,106	10,109	10,104	4000	57,9	38,4	-106,2
179	0,221	48	10,106	10,109	10,104	4007	58,5	38,9	-105,8
180	0,219	48	10,106	10,109	10,104	4013	59,1	39,3	-105,4
181	0,218	48	10,106	10,109	10,104	4020	59,7	39,8	-105,0
182	0,218	48	10,106	10,109	10,104	4010	61,1	40,9	-105,0
183	0,216	48	10,106	10,109	10,103	4000	62,4	41,9	-105,0
184	0,217	48	10,106	10,109	10,103	4010	63,1	42,5	-105,5
185	0,216	48	10,106	10,109	10,103	4020	63,8	43,0	-105,9
186	0,214	48	10,106	10,109	10,103	4023	64,4	43,5	-65,0
187	0,213	48	10,106	10,109	10,104	4027	64,9	43,9	-24,2
188	0,211	48	10,106	10,109	10,104	4030	65,5	44,4	16,4
189	0,211	48	10,106	10,109	10,104	4015	65,5	44,4	16,4
190	0,210	48	10,106	10,109	10,104	4000	65,5	44,4	16,4
191	0,209	48	10,106	10,109	10,104	4005	67,1	45,7	8,2
192	0,209	48	10,106	10,109	10,104	4010	68,6	46,9	0,1
193	0,208	48	10,106	10,109	10,104	4005	69,9	48,0	0,1
194	0,209	48	10,106	10,109	10,103	4000	71,2	49,1	0,0
195	0,207	48	10,106	10,109	10,103	4003	71,6	49,5	-34,4
196	0,206	48	10,106	10,109	10,103	4007	72,1	49,8	-68,7
197	0,205	48	10,106	10,109	10,103	4010	72,5	50,2	-103,0
198	0,204	48	10,106	10,109	10,103	4013	73,1	50,7	-68,6
199	0,203	48	10,106	10,109	10,103	4017	73,6	51,1	-34,3
200	0,201	48	10,106	10,109	10,103	4020	74,2	51,6	0,0
201	0,202	48	10,106	10,109	10,103	4013	74,2	51,6	-33,7
202	0,201	48	10,106	10,109	10,104	4007	74,2	51,6	-67,4
203	0,201	48	10,106	10,109	10,104	4000	74,2	51,6	-100,8
204	0,201	48	10,106	10,109	10,104	4003	76,0	53,1	-67,2
205	0,199	48	10,106	10,109	10,104	4007	77,7	54,7	-33,6
206	0,201	48	10,106	10,109	10,104	4010	79,5	56,2	-0,3
207	0,199	48	10,106	10,109	10,104	4010	80,1	56,8	-51,1
208	0,198	48	10,106	10,109	10,104	4010	80,7	57,3	-101,6
209	0,196	48	10,106	10,109	10,104	4017	80,7	57,3	-67,8
210	0,195	48	10,106	10,109	10,104	4023	80,7	57,3	-34,0
211	0,196	48	10,106	10,109	10,104	4030	80,7	57,3	-0,4
212	0,195	48	10,106	10,109	10,104	4030	81,5	58,0	6,6
213	0,193	48	10,106	10,109	10,104	4030	82,3	58,7	13,6
214	0,194	48	10,106	10,109	10,104	4023	83,1	59,4	9,0
215	0,194	48	10,106	10,109	10,104	4017	83,9	60,1	4,4
216	0,194	48	10,106	10,109	10,104	4010	84,7	60,8	-0,4
217	0,191	48	10,106	10,109	10,104	4010	85,9	61,9	-50,0
218	0,191	48	10,106	10,109	10,103	4010	87,1	62,9	-99,6
219	0,191	48	10,106	10,109	10,103	4010	87,6	63,3	-99,6
220	0,193	48	10,106	10,109	10,103	4010	88,1	63,8	-99,6
221	0,192	48	10,106	10,109	10,103	4010	88,6	64,2	-99,5
222	0,191	48	10,106	10,109	10,103	4010	89,1	64,7	-62,3
223	0,192	48	10,106	10,109	10,104	4010	89,7	65,1	-25,2
224	0,191	48	10,106	10,109	10,104	4010	90,2	65,6	11,8
225	0,192	48	10,106	10,109	10,104	4007	90,9	66,3	11,8
226	0,190	48	10,106	10,109	10,104	4003	91,7	66,9	11,8
227	0,191	48	10,106	10,109	10,104	4000	92,4	67,6	11,8
228	0,191	48	10,106	10,109	10,104	3997	92,9	68,1	7,9
229	0,188	48	10,106	10,109	10,103	3993	93,4	68,5	3,9
230	0,188	48	10,106	10,109	10,103	3990	93,9	69,0	0,0
231	0,186	48	10,106	10,109	10,103	3997	93,9	69,0	-5,1
232	0,184	48	10,106	10,109	10,103	4003	93,9	69,0	-10,2
233	0,186	48	10,106	10,109	10,103	4010	93,9	69,0	-15,3
234	0,185	48	10,106	10,109	10,103	4005	95,0	70,0	-15,3
235	0,184	48	10,106	10,109	10,103	4000	96,1	70,9	-15,4
236	0,184	48	10,106	10,109	10,103	4003	97,0	71,7	-43,4
237	0,184	48	10,106	10,109	10,103	4007	97,8	72,4	-71,5
238	0,187	48	10,106	10,109	10,103	4010	98,7	73,2	-99,2
239	0,188	48	10,106	10,109	10,103	4010	98,7	73,2	-49,5
240	0,188	48	10,106	10,109	10,103	4010	98,7	73,2	0,0
241	0,188	48	10,106	10,109	10,104	4015	100,0	74,4	0,0
242	0,188	48	10,106	10,109	10,104	4020	101,2	75,5	0,0
243	0,187	48	10,106	10,109	10,104	4013	101,2	75,5	-5,3
244	0,187	48	10,106	10,109	10,104	4007	101,2	75,5	-10,6
245	0,186	48	10,106	10,109	10,104	4000	101,2	75,5	-15,8
246	0,185	48	10,106	10,109	10,104	4000	102,5	76,6	-15,8
247	0,185	48	10,106	10,109	10,104	4000	103,7	77,7	-16,0
248	0,184	48	10,106	10,109	10,104	4005	103,7	77,7	-60,2
249	0,182	48	10,106	10,109	10,104	4010	103,7	77,7	-104,2
250	0,181	48	10,106	10,109	10,104	4013	105,1	78,9	-69,6
251	0,180	48	10,106	10,109	10,104	4017	106,4	80,2	-34,9
252	0,179	48	10,106	10,109	10,104	4020	107,8	81,4	-0,5
253	0,182	48	10,106	10,109	10,104	4023	107,8	81,4	-36,7
254	0,181	48	10,106	10,109	10,104	4027	107,8	81,4	-72,9
255	0,183	48	10,106	10,109	10,104	4030	107,8	81,4	-108,9
256	0,183	48	10,106	10,109	10,104	4015	108,5	82,1	-108,9
257	0,180	48	10,106	10,109	10,104	4000	109,2	82,7	-108,9
258	0,180	48	10,106	10,109	10,104	4007	109,9	83,3	-109,5
259	0,179	48	10,106	10,109	10,103	4013	110,5	83,9	-110,2
260	0,181	48	10,106	10,109	10,103	4020	111,2	84,5	-110,8
261	0,181	48	10,106	10,109	10,103	4015	111,9	85,1	-110,8
262	0,179	48	10,106	10,109	10,103	4010	112,6	85,7	-110,7
263	0,181	48	10,106	10,109	10,103	4010	113,2	86,3	-74,1
264	0,176	48	10,106	10,109	10,103	4010	113,9	86,9	-37,5
265	0,177	48	10,106	10,109	10,103	4010	114,5	87,5	-1,4
266	0,177	48	10,106	10,109	10,104	4015	114,5	87,5	-57,0
267	0,178	48	10,106	10,109	10,104	4020	114,5	87,5	-112,4
268	0,177	48	10,106	10,109	10,104	4017	115,4	88,3	-81,1
269	0,176	48	10,106	10,108	10,104	4013	116,2	89,1	-49,9
270	0,176	48	10,106	10,108	10,104	4010	117,1	89,9	-18,8
271	0,178	48	10,106	10,108	10,104	4003	117,1	89,9	-50,3
272	0,176	48	10,106	10,108	10,104	3997	117,1	89,9	-81,8
273	0,174	48	10,106	10,108	10,104	3990	117,1	89,9	-113,0
274	0,174	48	10,106	10,108	10,104	4000	118,4	91,1	-82,0
275	0,176	48	10,106	10,109	10,104	4010	119,6	92,2	-51,0
276	0,175	48	10,106	10,109	10,104	4020	120,9	93,4	-20,5
277	0,176	48	10,106	10,109	10,104	4010	120,9	93,4	-68,7
278	0,177	48	10,106	10,109	10,104	4000	120,9	93,4	-116,4
279	0,176	48	10,106	10,109	10,104	4000	121,3	93,8	-84,6
280	0,174	48	10,106	10,109	10,104	4000	121,7	94,1	-52,8
281	0,176	48	10,106	10,109	10,104	4000	122,1	94,5	-21,2
