time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,108	10,110	10,106	0	0,0	24,1	0,0
1	0,000	9	10,108	10,110	10,106	0	23,1	24,1	0,0
2	0,924	9	10,108	10,110	10,106	0	23,1	24,0	0,0
3	0,924	9	10,108	10,110	10,106	0	23,1	24,0	-1217,5
4	0,736	12	10,108	10,110	10,106	308	23,1	24,0	-1217,4
5	0,488	15	10,108	10,110	10,106	617	23,1	24,0	-714,8
6	0,556	14	10,108	10,110	10,106	2182	23,1	24,0	-211,3
7	0,571	13	10,108	10,110	10,106	3761	23,1	24,0	-208,4
8	0,518	14	10,108	10,110	10,105	5340	23,1	24,0	-208,4
9	0,552	14	10,108	10,110	10,105	5425	23,1	24,0	-208,4
10	0,549	13	10,108	10,110	10,105	5510	23,1	24,0	-156,5
11	0,561	13	10,108	10,110	10,106	5505	23,1	24,0	-104,5
12	0,563	13	10,108	10,110	10,106	5500	23,1	24,0	-52,5
13	0,601	13	10,108	10,110	10,106	5500	23,1	24,0	-63,7
14	0,541	13	10,108	10,110	10,106	5500	23,1	24,0	-75,2
15	0,608	14	10,108	10,110	10,106	5500	23,1	24,0	-86,7
16	0,659	13	10,108	10,110	10,106	5490	23,1	24,0	-121,0
17	0,586	13	10,108	10,110	10,105	5480	23,1	24,0	-155,4
18	0,631	13	10,108	10,110	10,105	5470	23,1	24,0	-189,8
19	0,666	13	10,108	10,110	10,105	5465	23,2	24,0	-189,8
20	0,610	13	10,108	10,110	10,105	5460	23,2	24,0	-189,8
21	0,691	14	10,108	10,110	10,105	5460	23,2	24,0	-143,9
22	0,632	14	10,108	10,110	10,106	5460	23,2	24,0	-98,0
23	0,677	14	10,108	10,110	10,106	5460	23,2	24,0	-52,1
24	0,679	14	10,108	10,110	10,106	5450	23,2	24,0	-61,4
25	0,700	13	10,108	10,110	10,105	5440	23,2	24,0	-70,9
26	0,651	14	10,108	10,110	10,105	5430	23,2	24,0	-80,3
27	0,701	14	10,108	10,110	10,106	5420	23,2	24,0	-80,3
28	0,698	13	10,108	10,110	10,106	5410	23,2	24,0	-80,3
29	0,722	13	10,108	10,110	10,106	5407	23,2	24,0	-115,4
30	0,660	13	10,108	10,110	10,106	5403	23,2	24,0	-150,5
31	0,714	14	10,108	10,110	10,106	5400	23,2	24,0	-185,6
32	0,711	14	10,108	10,110	10,106	5390	23,2	24,0	-149,7
33	0,682	13	10,108	10,110	10,105	5380	23,2	23,9	-113,7
34	0,674	14	10,108	10,110	10,105	5370	23,2	23,9	-77,7
35	0,759	14	10,108	10,110	10,105	5370	23,2	23,9	-62,6
36	0,688	14	10,108	10,110	10,105	5370	23,2	23,9	-47,6
37	0,711	14	10,108	10,110	10,105	5370	23,2	23,9	-32,5
38	0,695	14	10,108	10,110	10,105	5365	23,2	23,9	-32,5
39	0,707	14	10,108	10,110	10,105	5360	23,2	23,9	-32,5
40	0,708	14	10,108	10,110	10,105	5350	23,2	23,9	-31,4
41	0,738	14	10,108	10,110	10,106	5340	23,2	23,9	-30,4
42	0,673	15	10,108	10,110	10,106	5330	23,2	23,9	-29,3
43	0,717	15	10,108	10,110	10,106	5323	23,2	23,9	-29,3
44	0,721	14	10,108	10,110	10,106	5317	23,2	23,9	-29,3
45	0,754	14	10,108	10,110	10,106	5310	23,2	23,9	-29,4
46	0,682	15	10,108	10,110	10,106	5305	23,2	23,9	-103,5
47	0,739	15	10,108	10,110	10,106	5300	23,2	23,9	-177,6
