time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,104	10,106	10,102	0	0,0	25,2	0,0
1	0,019	10	10,104	10,106	10,102	0	24,3	25,2	0,0
2	0,019	10	10,104	10,106	10,102	0	24,3	25,1	0,0
3	0,019	10	10,104	10,106	10,102	0	24,2	25,1	-768,8
4	0,261	10	10,104	10,106	10,101	1	24,2	25,1	-351,1
5	0,322	8	10,104	10,106	10,101	485	24,2	25,1	66,6
6	0,293	8	10,104	10,106	10,101	970	24,2	25,1	82,8
7	0,293	8	10,104	10,106	10,101	2489	24,2	25,1	99,0
8	0,291	9	10,104	10,106	10,101	4009	24,2	25,1	115,2
9	0,303	9	10,104	10,106	10,101	5529	24,2	25,1	135,1
10	0,294	9	10,104	10,106	10,101	5577	24,2	25,1	154,9
11	0,294	9	10,104	10,106	10,101	5623	24,3	25,1	174,8
12	0,298	9	10,104	10,106	10,101	5670	24,3	25,1	187,2
13	0,297	9	10,104	10,106	10,101	5665	24,3	25,1	199,6
14	0,285	9	10,104	10,106	10,101	5660	24,2	25,1	208,6
15	0,291	9	10,104	10,106	10,101	5660	24,2	25,1	217,6
16	0,292	9	10,104	10,106	10,101	5660	24,2	25,1	226,6
17	0,296	9	10,104	10,106	10,101	5650	24,2	25,1	232,9
18	0,294	9	10,104	10,106	10,101	5640	24,3	25,1	239,2
19	0,294	9	10,104	10,106	10,101	5630	24,3	25,1	245,5
20	0,296	9	10,104	10,106	10,102	5625	24,3	25,0	252,7
21	0,286	9	10,104	10,106	10,102	5620	24,3	25,0	259,9
22	0,298	10	10,104	10,106	10,102	5620	24,3	25,0	259,9
23	0,298	10	10,104	10,106	10,102	5620	24,3	25,0	259,9
24	0,301	9	10,104	10,106	10,102	5617	24,3	25,0	261,5
25	0,285	10	10,104	10,106	10,101	5613	24,3	25,0	263,0
26	0,296	9	10,104	10,106	10,101	5610	24,3	25,0	264,6
27	0,298	9	10,104	10,106	10,101	5603	24,3	25,0	264,5
28	0,289	9	10,104	10,106	10,101	5597	24,3	25,0	264,3
29	0,299	9	10,104	10,106	10,101	5590	24,3	25,0	264,2
30	0,284	9	10,104	10,106	10,101	5587	24,3	25,0	266,5
31	0,297	9	10,104	10,106	10,101	5583	24,3	25,0	268,8
32	0,290	9	10,104	10,106	10,101	5580	24,3	25,0	271,1
33	0,300	9	10,104	10,106	10,101	5575	24,3	25,0	271,3
34	0,303	9	10,104	10,106	10,101	5570	24,3	25,0	271,5
35	0,291	10	10,104	10,106	10,101	5567	24,3	25,0	273,2
36	0,296	10	10,104	10,106	10,101	5563	24,3	25,0	275,0
37	0,288	10	10,104	10,106	10,101	5560	24,3	25,0	276,7
38	0,298	10	10,104	10,106	10,102	5555	24,3	25,0	280,7
39	0,295	9	10,104	10,106	10,102	5550	24,3	25,0	284,7
40	0,299	9	10,104	10,106	10,102	5547	24,3	25,0	284,7
41	0,306	9	10,104	10,106	10,102	5543	24,3	25,0	284,7
42	0,303	9	10,104	10,106	10,102	5540	24,3	25,0	284,7
43	0,290	10	10,104	10,106	10,102	5535	24,3	25,0	293,7
44	0,299	10	10,104	10,106	10,102	5530	24,3	25,0	302,7
45	0,289	10	10,104	10,106	10,102	5525	24,3	25,0	306,0
46	0,298	10	10,104	10,106	10,101	5520	24,3	25,0	309,2
47	0,286	10	10,104	10,106	10,101	5517	24,3	25,0	309,7
48	0,301	10	10,104	10,106	10,101	5513	24,3	25,0	310,2
49	0,287	10	10,104	10,106	10,101	5510	24,3	25,0	310,7
50	0,278	10	10,104	10,106	10,101	5507	24,3	25,0	310,5
51	0,276	10	10,104	10,106	10,101	5503	24,3	25,0	310,2
52	0,301	10	10,104	10,106	10,101	5500	24,3	25,0	310,0
53	0,306	9	10,104	10,106	10,101	5495	24,3	25,0	310,6
54	0,301	9	10,104	10,106	10,101	5490	24,3	25,0	311,2
55	0,300	9	10,104	10,106	10,101	5483	24,3	25,0	311,5
56	0,292	10	10,104	10,106	10,101	5477	24,3	25,0	311,8
57	0,277	10	10,104	10,106	10,101	5470	24,3	25,0	312,1
58	0,275	10	10,104	10,106	10,101	5467	24,3	25,0	313,2
59	0,281	10	10,104	10,106	10,101	5463	24,3	24,9	314,3
60	0,275	10	10,104	10,106	10,101	5460	24,3	24,9	315,4
61	0,280	10	10,104	10,106	10,101	5460	24,3	24,9	315,3
62	0,301	10	10,104	10,106	10,101	5460	24,3	24,9	315,3
63	0,290	10	10,104	10,106	10,101	5455	24,3	24,9	315,0
64	0,277	10	10,104	10,106	10,101	5450	24,3	24,9	314,8
65	0,306	9	10,104	10,106	10,101	5443	24,3	24,9	315,1
66	0,291	9	10,104	10,106	10,101	5437	24,3	24,9	315,4
67	0,301	9	10,104	10,106	10,101	5430	24,3	24,9	315,7
68	0,293	9	10,104	10,106	10,102	5425	24,3	24,9	315,2
69	0,299	9	10,104	10,106	10,102	5420	24,3	24,9	314,8
70	0,293	9	10,104	10,106	10,102	5417	24,3	24,9	315,0
71	0,299	9	10,104	10,106	10,102	5413	24,3	24,9	315,2
72	0,292	9	10,104	10,106	10,102	5410	24,3	24,9	315,4
73	0,305	9	10,104	10,106	10,102	5407	24,3	24,9	315,4
74	0,293	9	10,104	10,106	10,101	5403	24,3	24,9	315,4
75	0,278	10	10,104	10,106	10,101	5400	24,3	24,9	315,4
76	0,277	10	10,104	10,106	10,101	5393	24,3	24,9	315,2
77	0,279	10	10,104	10,106	10,102	5387	24,3	24,9	314,9
78	0,282	10	10,104	10,106	10,102	5380	24,3	24,9	314,7
79	0,300	9	10,104	10,106	10,102	5373	24,3	24,9	314,7
80	0,290	9	10,104	10,106	10,101	5367	24,3	24,9	314,8
81	0,302	9	10,104	10,106	10,101	5360	24,3	24,9	314,8
82	0,293	10	10,104	10,106	10,101	5355	24,3	24,9	315,0
83	0,283	10	10,104	10,106	10,101	5350	24,3	24,9	315,2
84	0,279	10	10,104	10,106	10,101	5345	24,3	24,9	315,4
85	0,278	10	10,104	10,106	10,101	5340	24,3	24,9	315,6
86	0,301	10	10,104	10,106	10,101	5337	24,3	24,9	315,6
87	0,293	10	10,104	10,106	10,101	5333	24,3	24,9	315,6
88	0,308	10	10,104	10,106	10,101	5330	24,3	24,9	315,6
89	0,293	10	10,104	10,106	10,102	5330	24,3	24,9	317,7
90	0,281	10	10,104	10,106	10,102	5330	24,3	24,9	319,7
91	0,279	10	10,104	10,106	10,102	5320	24,3	24,9	319,7
92	0,306	10	10,104	10,106	10,101	5310	24,3	24,9	319,7
93	0,293	10	10,104	10,106	10,101	5300	24,3	24,9	319,7
94	0,300	10	10,104	10,106	10,101	5295	24,3	24,9	319,9
