time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,113	10,116	10,111	0	0,0	6307,6	0,0
1	0,004	44	10,113	10,116	10,111	10	54,6	6307,6	0,0
2	0,004	44	10,113	10,116	10,111	10	54,8	6307,6	0,0
3	0,190	44	10,113	10,116	10,111	10	55,0	6307,6	-2,7
4	0,190	44	10,113	10,116	10,111	10	55,2	6308,1	-5,5
5	0,199	44	10,113	10,116	10,111	157	55,7	6308,5	-8,3
6	0,193	44	10,113	10,116	10,111	308	56,2	6309,0	-11,1
7	0,194	44	10,113	10,116	10,111	460	56,7	6309,6	-18,9
8	0,194	44	10,113	10,116	10,111	2177	57,6	6310,2	-26,6
9	0,193	43	10,113	10,116	10,111	3897	58,6	6309,5	-17,8
10	0,194	43	10,113	10,116	10,111	4255	59,6	6308,7	-9,1
11	0,190	43	10,113	10,116	10,111	4603	60,7	6308,0	-0,3
12	0,189	43	10,113	10,116	10,111	4950	61,7	6308,7	-0,3
13	0,188	43	10,113	10,116	10,111	4935	62,4	6309,4	-0,3
14	0,189	43	10,113	10,116	10,111	4920	63,1	6308,9	-0,6
15	0,186	43	10,113	10,116	10,111	4917	63,7	6308,4	-1,0
16	0,186	43	10,113	10,116	10,111	4913	64,4	6307,9	-1,4
17	0,184	43	10,113	10,116	10,111	4910	65,0	6308,4	-39,6
18	0,182	43	10,113	10,116	10,111	4890	65,9	6308,9	-77,9
19	0,183	43	10,113	10,116	10,111	4870	66,9	6309,4	-115,9
20	0,180	43	10,113	10,116	10,111	4850	67,8	6309,1	-68,0
21	0,181	43	10,113	10,115	10,111	4830	68,7	6308,8	-20,1
22	0,178	43	10,113	10,115	10,111	4810	69,6	6308,4	-10,4
23	0,173	43	10,113	10,115	10,111	4800	70,1	6307,9	-1,1
24	0,176	43	10,113	10,115	10,111	4790	70,5	6308,4	-37,7
25	0,178	43	10,113	10,116	10,111	4780	71,0	6309,0	-75,5
26	0,176	43	10,113	10,116	10,111	4770	71,0	6309,5	-113,1
27	0,175	43	10,113	10,116	10,111	4760	71,0	6308,7	-78,4
28	0,171	43	10,113	10,116	10,111	4750	72,5	6307,9	-43,8
29	0,170	43	10,113	10,116	10,111	4740	74,0	6308,7	-77,4
30	0,169	43	10,113	10,116	10,111	4730	75,5	6309,5	-110,9
31	0,170	43	10,113	10,116	10,111	4715	76,2	6309,0	-110,9
32	0,168	43	10,113	10,116	10,111	4700	76,9	6308,5	-110,9
33	0,166	44	10,113	10,116	10,111	4690	77,5	6308,3	-87,7
34	0,166	44	10,113	10,116	10,111	4680	78,0	6308,1	-64,4
35	0,161	44	10,113	10,116	10,111	4670	78,6	6307,9	-41,2
36	0,159	44	10,113	10,116	10,111	4657	79,6	6307,9	-37,8
37	0,158	44	10,113	10,115	10,111	4643	80,7	6308,0	-34,6
38	0,161	44	10,113	10,115	10,111	4630	81,7	6308,0	-31,4
39	0,158	44	10,113	10,115	10,111	4615	81,7	6308,0	-35,5
40	0,159	43	10,113	10,115	10,111	4600	81,7	6308,0	-39,4
41	0,158	43	10,113	10,115	10,111	4590	82,4	6307,9	-24,7
