time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,104	10,106	10,102	0	0,0	25,3	0,0
1	0,016	0	10,104	10,106	10,102	0	0,0	25,3	0,0
2	0,016	9	10,104	10,106	10,102	314	24,4	25,3	0,0
3	0,306	9	10,104	10,106	10,102	622	24,4	25,3	-191,5
4	0,305	9	10,104	10,106	10,102	930	24,4	25,3	-190,1
5	0,278	9	10,104	10,106	10,102	930	24,4	25,3	-188,8
6	0,274	9	10,104	10,106	10,102	930	24,4	25,3	-130,1
7	0,275	10	10,104	10,107	10,102	2268	24,4	25,3	-71,4
8	0,277	10	10,104	10,107	10,102	3608	24,4	25,3	-12,7
9	0,278	10	10,104	10,107	10,102	4643	24,4	25,3	-16,5
10	0,271	10	10,104	10,107	10,102	5677	24,4	25,2	-20,5
11	0,270	10	10,104	10,107	10,102	5675	24,4	25,2	-8,7
12	0,279	10	10,104	10,107	10,102	5670	24,4	25,2	3,2
13	0,278	10	10,104	10,107	10,102	5670	24,4	25,2	-1,2
14	0,278	10	10,104	10,106	10,102	5670	24,4	25,2	-5,7
15	0,281	10	10,104	10,106	10,102	5670	24,4	25,2	-10,2
16	0,273	10	10,104	10,106	10,102	5665	24,4	25,2	-10,2
17	0,278	10	10,104	10,106	10,102	5660	24,4	25,2	-10,2
18	0,278	10	10,104	10,107	10,102	5655	24,4	25,2	1,0
19	0,281	10	10,104	10,107	10,102	5650	24,4	25,2	12,3
20	0,282	10	10,104	10,107	10,102	5645	24,4	25,2	8,7
21	0,281	10	10,104	10,106	10,102	5640	24,4	25,2	5,0
22	0,277	10	10,104	10,106	10,102	5633	24,4	25,2	-2,9
23	0,279	10	10,104	10,107	10,102	5627	24,4	25,1	-10,8
24	0,283	10	10,104	10,107	10,102	5620	24,4	25,1	-18,7
25	0,281	10	10,104	10,107	10,102	5615	24,4	25,1	-7,5
26	0,276	10	10,104	10,106	10,102	5610	24,4	25,1	3,6
27	0,280	10	10,104	10,106	10,102	5610	24,4	25,1	-5,1
28	0,277	10	10,104	10,106	10,102	5610	24,4	25,1	-13,8
29	0,282	10	10,104	10,106	10,102	5607	24,4	25,1	-8,5
30	0,281	10	10,104	10,107	10,102	5603	24,4	25,1	-3,3
