time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,114	10,117	10,112	0	0,0	6309,3	0,0
1	0,000	0	10,114	10,117	10,112	0	0,0	6309,3	0,0
2	0,000	44	10,114	10,117	10,112	10	28,3	6309,3	0,0
3	0,169	44	10,114	10,117	10,112	10	28,7	6309,4	-1198,9
4	0,228	45	10,114	10,116	10,112	10	29,2	6309,6	-610,0
5	0,274	44	10,114	10,116	10,112	50	29,9	6309,7	-21,1
6	0,265	44	10,114	10,116	10,112	90	30,7	4234,7	-50,9
7	0,254	45	10,114	10,116	10,112	961	31,4	2137,2	-87,3
8	0,255	45	10,114	10,116	10,112	1834	32,2	39,7	-123,7
9	0,256	44	10,114	10,116	10,112	3003	33,4	2107,9	-110,6
10	0,254	43	10,114	10,116	10,112	4174	34,7	4205,4	-97,1
11	0,254	42	10,114	10,116	10,112	5346	35,9	6302,9	-83,6
12	0,249	42	10,114	10,116	10,112	5353	36,4	6310,7	-96,6
13	0,243	42	10,114	10,117	10,112	5357	36,9	6310,5	-109,8
14	0,246	42	10,114	10,117	10,112	5360	37,4	6310,3	-123,0
15	0,246	42	10,114	10,117	10,112	5355	38,4	6310,1	-63,7
16	0,245	42	10,114	10,116	10,112	5350	39,5	6309,8	-4,4
17	0,236	42	10,114	10,116	10,112	5347	40,7	4180,2	-32,1
18	0,237	42	10,114	10,116	10,112	5343	41,9	2046,8	-60,0
19	0,236	43	10,114	10,116	10,112	5340	43,1	-86,6	-87,8
20	0,234	43	10,114	10,116	10,112	5343	43,6	2029,2	-98,5
21	0,234	43	10,114	10,116	10,112	5347	44,1	4156,6	-109,1
22	0,233	43	10,114	10,116	10,112	5350	44,6	6284,0	-119,8
23	0,231	43	10,114	10,116	10,112	5347	45,8	6309,8	-117,7
24	0,229	43	10,114	10,116	10,112	5343	46,9	6311,1	-115,4
25	0,228	43	10,114	10,116	10,112	5340	48,1	6312,4	-113,1
26	0,224	43	10,114	10,116	10,112	5330	48,1	6312,4	-113,1
27	0,223	43	10,114	10,116	10,112	5320	48,1	6312,4	-113,1
28	0,221	43	9,540	10,207	7,132	5310	48,6	6311,0	-80,9
29	0,217	43	8,964	10,298	4,144	5300	49,1	6309,6	-48,6
30	0,218	43	8,388	10,389	1,158	5290	49,6	6308,2	-16,3
31	0,216	43	8,388	10,389	1,158	5290	51,3	6309,6	-62,1
32	0,217	43	8,388	10,389	1,160	5290	53,0	6310,9	-107,8
33	0,216	43	9,251	10,253	5,635	5275	53,7	6309,5	-107,8
34	0,216	43	10,114	10,116	10,110	5260	54,4	6308,1	-107,8
35	0,000	43	0,000	0,000	0,000	0	0,0	0,0	0,0
36	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
37	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
38	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
39	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
40	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
41	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
42	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
43	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
44	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
45	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
46	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
47	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
48	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
49	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
50	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
51	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
52	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
53	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
54	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
55	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
56	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
57	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
58	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
59	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
60	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
61	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
62	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
63	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
64	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
65	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
66	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
67	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
68	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
69	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
70	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
71	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
72	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
73	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
74	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
75	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
76	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
77	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
78	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
79	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
80	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
81	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
82	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
83	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
84	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
85	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
86	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
87	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
88	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
89	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
90	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
91	0,000	0	0,000	0,000	0,000	0	0,0	0,0	0,0
