time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,106	10,108	10,103	0	0,0	24,7	0,0
1	0,000	9	10,106	10,108	10,103	0	24,0	24,7	0,0
2	0,194	9	10,106	10,108	10,103	0	24,0	24,7	0,0
3	0,194	8	10,106	10,108	10,103	1	24,0	24,7	-2211,8
4	0,302	7	10,106	10,108	10,104	396	24,0	24,7	-2211,8
5	0,249	7	10,106	10,108	10,104	790	24,0	24,7	-2211,8
6	0,221	8	10,106	10,108	10,104	2340	24,0	24,7	-1442,0
7	0,219	9	10,106	10,109	10,104	3890	24,0	24,7	-672,3
8	0,224	9	10,106	10,109	10,104	5440	24,0	24,7	97,4
9	0,216	9	10,106	10,109	10,104	5490	24,0	24,7	97,4
10	0,217	9	10,106	10,109	10,104	5540	24,0	24,7	97,4
11	0,220	9	10,106	10,109	10,104	5590	24,0	24,7	97,4
12	0,218	9	10,106	10,109	10,104	5590	24,0	24,7	115,6
13	0,216	9	10,106	10,109	10,103	5590	24,0	24,7	133,9
14	0,218	9	10,106	10,109	10,103	5585	24,0	24,7	160,0
15	0,218	9	10,106	10,109	10,103	5580	24,0	24,7	186,1
16	0,218	9	10,106	10,109	10,103	5573	24,0	24,7	202,9
17	0,218	9	10,106	10,109	10,104	5567	24,0	24,7	219,7
18	0,216	9	10,106	10,109	10,104	5560	24,0	24,7	236,4
19	0,215	9	10,106	10,109	10,104	5555	24,0	24,7	243,7
20	0,216	9	10,106	10,109	10,104	5550	24,0	24,7	251,0
21	0,217	9	10,106	10,109	10,104	5547	24,0	24,7	251,1
22	0,218	9	10,106	10,108	10,104	5543	24,0	24,7	251,1
23	0,222	9	10,106	10,108	10,104	5540	24,0	24,7	251,1
24	0,216	9	10,106	10,108	10,104	5535	24,0	24,7	251,4
25	0,219	9	10,106	10,108	10,104	5530	24,0	24,7	251,6
26	0,221	9	10,106	10,108	10,104	5527	24,0	24,7	252,7
27	0,221	9	10,106	10,108	10,103	5523	24,0	24,7	253,8
28	0,209	10	10,106	10,108	10,103	5520	24,0	24,7	254,9
29	0,217	10	10,106	10,109	10,104	5515	24,0	24,7	254,9
30	0,219	9	10,106	10,109	10,104	5510	24,0	24,7	254,9
31	0,221	9	10,106	10,109	10,104	5507	24,0	24,7	256,1
32	0,217	9	10,106	10,109	10,103	5503	24,0	24,7	257,3
