time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,105	10,107	10,103	0	0,0	6349,7	0,0
1	0,000	0	10,105	10,108	10,103	0	0,0	6349,7	0,0
2	0,000	45	10,105	10,108	10,103	10	25,2	6349,7	-83,6
3	0,146	44	10,105	10,108	10,103	10	25,7	6349,7	-41,8
4	0,146	44	10,105	10,108	10,103	33	26,1	6349,7	0,0
5	0,193	44	10,105	10,108	10,103	57	26,5	6349,7	-14,5
6	0,201	44	10,105	10,108	10,103	80	26,9	6349,7	-29,2
7	0,208	44	10,105	10,108	10,103	1521	28,1	6349,8	-67,2
8	0,209	43	10,105	10,108	10,103	2968	29,2	6349,8	-105,3
9	0,215	42	10,105	10,108	10,103	4416	30,4	6349,9	-143,4
10	0,217	42	10,105	10,108	10,103	4746	31,1	6350,0	-93,4
11	0,221	41	10,105	10,108	10,103	5073	31,9	6350,0	-43,2
12	0,223	41	10,105	10,108	10,103	5400	32,6	6350,1	7,0
13	0,224	41	10,105	10,108	10,103	5410	32,6	6350,1	7,0
14	0,226	41	10,105	10,108	10,103	5420	32,6	6350,1	7,0
15	0,225	41	10,105	10,108	10,103	5420	34,6	6350,3	-10,5
16	0,228	41	10,105	10,108	10,103	5420	36,7	6350,4	-28,1
17	0,231	41	10,105	10,108	10,103	5420	38,7	6350,6	-45,6
18	0,229	41	10,105	10,108	10,103	5410	39,6	6350,9	-84,5
19	0,231	41	10,105	10,108	10,103	5400	40,5	6351,1	-123,3
20	0,233	41	10,105	10,108	10,103	5397	41,1	6351,4	-64,6
21	0,234	41	10,105	10,107	10,103	5393	41,7	6351,8	-5,8
22	0,236	41	10,105	10,107	10,103	5390	42,3	6352,1	53,1
23	0,234	41	10,105	10,108	10,103	5375	43,2	6352,6	3,8
24	0,236	41	10,105	10,108	10,103	5360	44,1	6353,2	-45,4
25	0,238	41	10,105	10,108	10,103	5343	45,4	6355,0	-12,0
26	0,238	41	10,105	10,107	10,103	5327	46,8	6356,8	21,6
27	0,234	42	10,105	10,107	10,103	5310	48,1	6358,6	55,2
28	0,234	42	10,105	10,107	10,103	5303	48,7	6359,3	20,2
29	0,242	41	10,105	10,107	10,103	5297	49,2	6359,9	-14,9
