time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	0,649	0,660	0,645	0	0,0	25,7	0,0
1	0,000	9	0,649	0,660	0,645	10	24,9	25,7	0,0
2	0,330	9	0,649	0,660	0,645	10	24,9	25,7	0,0
3	0,330	9	0,649	0,660	0,645	10	24,9	25,7	-540,2
4	0,504	9	0,649	0,660	0,645	13	24,9	25,7	-539,6
5	0,456	9	0,650	0,661	0,645	852	24,9	25,7	-538,9
6	0,415	10	1,273	1,473	0,646	1694	24,9	25,7	-380,6
7	0,424	11	1,896	2,286	0,648	3447	24,9	25,7	-222,3
8	0,424	11	2,519	3,098	0,649	5200	24,9	25,7	-64,0
9	0,423	11	2,511	3,128	0,785	5260	24,9	25,7	-46,2
10	0,428	11	2,502	3,159	0,922	5320	24,9	25,7	-28,5
11	0,423	11	2,494	3,189	1,058	5380	24,9	25,7	-10,7
12	0,425	11	2,503	3,191	1,020	5370	24,9	25,7	-9,6
13	0,426	11	2,511	3,193	0,980	5360	24,9	25,7	-8,7
14	0,432	11	2,520	3,195	0,940	5350	24,9	25,7	-7,7
15	0,432	11	2,520	3,195	0,940	5350	24,9	25,7	-26,2
16	0,433	11	2,520	3,195	0,940	5350	24,9	25,7	-44,8
17	0,428	11	2,520	3,195	0,940	5350	24,9	25,7	-63,3
18	0,436	11	2,530	3,180	0,960	5340	24,9	25,7	-47,1
19	0,438	11	2,540	3,165	0,979	5330	24,9	25,7	-30,9
20	0,436	11	2,550	3,150	0,999	5320	24,9	25,7	-14,7
21	0,438	11	2,536	3,200	0,946	5317	24,9	25,7	-14,5
22	0,437	11	2,521	3,250	0,893	5313	24,9	25,7	-14,5
23	0,439	11	2,507	3,300	0,840	5310	24,9	25,7	-14,6
24	0,440	11	2,507	3,300	0,840	5305	24,9	25,7	-34,3
25	0,436	11	2,507	3,300	0,840	5300	24,9	25,7	-53,9
