time	Friction coeff	Load [N]	Resistance average [Ohm]	Resistance max [Ohm]	Resistance min [Ohm]	Stroke [µm]	Temp. Block [°C]	Temp. surface [°C]	Wear [µm] 
0	0,000	0	10,104	10,106	10,101	0	0,0	29,2	0,0
1	0,000	44	10,104	10,106	10,101	0	30,0	29,2	0,0
2	0,116	44	10,104	10,106	10,101	227	30,6	29,3	0,0
3	0,116	44	10,104	10,106	10,101	454	31,2	29,3	-7,4
4	0,158	44	10,104	10,106	10,101	683	31,8	29,3	-34,0
5	0,201	44	10,104	10,106	10,102	1497	32,3	29,4	-60,6
6	0,208	44	10,104	10,106	10,102	2310	32,8	29,4	-87,0
7	0,203	44	10,104	10,106	10,102	3123	33,3	29,5	-68,9
8	0,196	42	10,104	10,106	10,101	3743	34,7	29,6	-51,1
9	0,196	42	10,104	10,106	10,101	4361	36,1	29,7	-102,6
10	0,194	41	10,104	10,106	10,101	4691	37,3	29,8	-154,1
11	0,194	41	10,104	10,106	10,101	5021	38,4	29,9	-205,3
12	0,190	41	10,104	10,106	10,101	5350	39,6	30,1	-205,3
13	0,189	41	10,104	10,106	10,101	5353	40,1	30,2	-204,8
14	0,187	41	10,104	10,106	10,101	5357	40,6	30,4	-110,9
15	0,185	41	10,104	10,106	10,101	5360	41,1	30,5	-17,1
16	0,184	41	10,104	10,106	10,101	5357	42,3	30,8	-17,0
17	0,184	41	10,104	10,106	10,102	5353	43,5	31,2	-16,9
18	0,180	41	10,104	10,106	10,102	5350	44,7	31,5	-16,8
19	0,180	41	10,104	10,106	10,102	5345	45,5	31,7	-16,8
20	0,179	41	10,104	10,106	10,102	5340	46,2	31,9	-16,9
21	0,178	41	10,104	10,106	10,102	5325	46,2	31,9	-35,9
22	0,176	41	10,104	10,106	10,102	5310	46,2	31,9	-54,9
23	0,174	41	10,104	10,106	10,102	5300	46,9	32,1	-83,9
24	0,173	41	10,104	10,106	10,102	5290	47,5	32,4	-112,8
25	0,174	41	10,104	10,106	10,102	5280	48,2	32,6	-141,4
26	0,171	41	10,104	10,106	10,102	5275	49,7	33,2	-98,3
27	0,168	41	10,104	10,106	10,102	5270	51,1	33,8	-55,5
28	0,167	41	10,104	10,106	10,102	5265	52,1	34,2	-99,7
29	0,166	41	10,104	10,106	10,102	5260	53,1	34,6	-143,7
30	0,164	41	10,104	10,106	10,102	5257	53,6	34,8	-120,3
31	0,163	41	10,104	10,106	10,102	5253	54,0	35,1	-97,0
32	0,163	41	10,104	10,106	10,102	5250	54,5	35,3	-73,8
33	0,163	41	10,104	10,106	10,102	5235	55,5	35,8	-99,0
34	0,161	41	10,104	10,106	10,101	5220	56,4	36,2	-124,0
35	0,159	41	10,104	10,106	10,101	5207	57,3	36,7	-90,0
36	0,158	41	10,104	10,106	10,101	5193	58,3	37,1	-55,9
37	0,158	41	10,104	10,106	10,101	5180	59,2	37,6	-22,0
38	0,158	41	10,104	10,106	10,102	5170	59,9	38,0	-22,0
39	0,156	41	10,104	10,106	10,102	5160	60,6	38,4	-22,0
40	0,155	41	10,104	10,106	10,102	5150	61,6	39,0	-56,3
41	0,153	41	10,104	10,106	10,102	5140	62,7	39,5	-90,6
42	0,154	41	10,104	10,106	10,102	5130	63,7	40,1	-125,0
43	0,152	41	10,104	10,106	10,102	5123	64,2	40,4	-106,8
44	0,151	41	10,104	10,106	10,102	5117	64,6	40,6	-88,7
45	0,147	41	10,104	10,106	10,102	5110	65,1	40,9	-70,6
46	0,149	41	10,104	10,106	10,102	5100	66,0	41,5	-70,6
47	0,143	41	10,104	10,106	10,102	5090	66,8	42,0	-70,7
48	0,148	41	10,104	10,106	10,102	5080	67,5	42,4	-95,8
49	0,143	41	10,104	10,106	10,101	5070	68,1	42,8	-120,8
50	0,141	42	10,104	10,106	10,101	5057	69,1	43,4	-105,0
51	0,141	42	10,104	10,106	10,102	5043	70,1	44,0	-89,2
52	0,140	42	10,104	10,106	10,102	5030	71,1	44,6	-73,5
53	0,141	42	10,104	10,106	10,102	5027	71,5	44,9	-63,2
54	0,139	42	10,104	10,106	10,102	5023	72,0	45,1	-53,0
55	0,138	42	10,104	10,106	10,102	5020	72,4	45,4	-42,9
56	0,136	42	10,104	10,106	10,102	5007	73,3	45,9	-69,0
57	0,137	42	10,104	10,106	10,102	4993	74,1	46,5	-95,0
58	0,135	42	10,104	10,106	10,102	4980	75,0	47,0	-121,0
59	0,133	42	10,104	10,106	10,102	4973	75,5	47,4	-121,0
60	0,134	42	10,104	10,106	10,102	4967	76,1	47,7	-121,0
61	0,133	42	10,104	10,106	10,102	4960	76,6	48,1	-120,8
62	0,133	42	10,104	10,106	10,102	4950	77,5	48,6	-83,7
63	0,130	42	10,104	10,106	10,102	4940	78,3	49,1	-46,7
64	0,129	42	10,104	10,106	10,102	4927	79,1	49,6	-60,1
65	0,131	42	10,104	10,106	10,101	4913	79,9	50,2	-73,5
66	0,129	42	10,104	10,106	10,101	4900	80,7	50,7	-86,7
67	0,129	42	10,104	10,106	10,101	4893	81,1	51,0	-74,4
68	0,129	42	10,104	10,106	10,101	4887	81,5	51,2	-62,1
69	0,126	42	10,104	10,106	10,101	4880	81,9	51,5	-50,0
70	0,126	42	10,104	10,106	10,101	4870	82,4	51,9	-80,7
71	0,125	42	10,104	10,106	10,101	4860	83,0	52,2	-111,3
72	0,124	42	10,104	10,106	10,101	4850	83,5	52,6	-141,8
73	0,124	42	10,104	10,106	10,101	4843	84,3	53,1	-128,2
74	0,123	42	10,104	10,106	10,102	4837	85,0	53,6	-114,6
75	0,123	42	10,104	10,106	10,102	4830	85,8	54,1	-101,1
76	0,121	42	10,104	10,106	10,102	4813	86,3	54,5	-114,8
77	0,121	42	10,104	10,106	10,102	4797	86,9	54,8	-128,5
78	0,119	42	10,104	10,106	10,102	4780	87,4	55,2	-142,0
79	0,119	42	10,104	10,106	10,102	4775	88,0	55,6	-123,0
80	0,119	42	10,104	10,106	10,102	4770	88,5	55,9	-104,2
81	0,118	42	10,104	10,106	10,102	4763	89,4	56,5	-116,2
82	0,118	42	10,104	10,106	10,102	4757	90,3	57,1	-128,3
83	0,116	42	10,104	10,106	10,102	4750	91,2	57,7	-140,2
84	0,114	42	10,104	10,106	10,102	4740	92,0	58,2	-116,1
85	0,116	42	10,104	10,106	10,102	4730	92,7	58,7	-92,1
86	0,113	42	10,104	10,106	10,102	4720	93,5	59,2	-68,3
87	0,113	42	10,104	10,106	10,102	4710	94,3	59,8	-82,0
88	0,112	42	10,104	10,106	10,102	4700	95,0	60,3	-95,6
89	0,110	42	10,104	10,106	10,102	4690	95,6	60,7	-76,7
90	0,111	42	10,104	10,106	10,101	4680	96,1	61,0	-58,0
91	0,108	42	10,104	10,106	10,101	4673	96,4	61,3	-58,0
92	0,107	42	10,104	10,106	10,101	4667	96,8	61,5	-58,0
93	0,106	42	10,104	10,106	10,101	4660	97,1	61,8	-58,1
94	0,107	42	10,104	10,106	10,101	4650	97,9	62,4	-86,2
95	0,108	42	10,104	10,106	10,102	4640	98,8	62,9	-114,2
96	0,108	42	10,104	10,106	10,102	4630	99,6	63,5	-141,9
97	0,108	42	10,104	10,106	10,102	4620	100,2	63,9	-114,1
98	0,107	42	10,104	10,106	10,102	4610	100,7	64,2	-86,4
99	0,108	42	10,104	10,106	10,102	4603	101,2	64,5	-86,4
100	0,106	42	10,104	10,106	10,102	4597	101,6	64,9	-86,4
101	0,104	42	10,104	10,106	10,102	4590	102,1	65,2	-86,4
102	0,104	42	10,104	10,106	10,102	4580	102,7	65,6	-92,8
103	0,103	42	10,104	10,106	10,102	4570	103,2	65,9	-99,2
104	0,101	42	10,104	10,106	10,102	4557	103,9	66,4	-100,6
105	0,101	42	10,104	10,106	10,102	4543	104,6	66,9	-102,1
106	0,100	42	10,104	10,106	10,102	4530	105,3	67,4	-103,4
107	0,099	42	10,104	10,106	10,102	4523	105,8	67,7	-90,1
108	0,098	42	10,104	10,106	10,102	4517	106,2	68,0	-76,8
109	0,098	42	10,104	10,106	10,102	4510	106,7	68,3	-63,7
110	0,098	42	10,104	10,106	10,102	4497	107,5	68,9	-75,8
111	0,096	42	10,104	10,106	10,102	4483	108,2	69,4	-87,9
112	0,094	42	10,104	10,106	10,102	4470	109,0	70,0	-99,9
113	0,096	42	10,104	10,106	10,102	4460	109,6	70,4	-105,8
114	0,094	42	10,104	10,106	10,102	4450	110,1	70,7	-111,6
115	0,094	42	10,104	10,106	10,102	4443	110,4	70,9	-94,4
116	0,093	42	10,104	10,106	10,102	4437	110,7	71,2	-77,3
117	0,092	42	10,104	10,106	10,102	4430	111,0	71,4	-60,3
118	0,091	42	10,104	10,106	10,102	4417	111,8	71,9	-78,5
119	0,091	42	10,104	10,106	10,102	4403	112,6	72,5	-96,6
120	0,089	42	10,104	10,106	10,102	4390	113,4	73,0	-114,6
121	0,088	42	10,104	10,106	10,102	4380	114,1	73,5	-86,9
122	0,089	42	10,104	10,106	10,102	4370	114,7	74,0	-59,3
123	0,088	42	10,104	10,106	10,102	4370	114,7	74,0	-80,7
124	0,087	42	10,104	10,106	10,102	4370	114,7	74,0	-102,2
125	0,086	42	10,104	10,106	10,102	4370	114,7	74,0	-123,6
126	0,088	42	10,104	10,106	10,102	4353	115,6	74,7	-120,0
127	0,086	42	10,104	10,106	10,102	4337	116,6	75,3	-116,5
128	0,086	42	10,104	10,106	10,102	4320	117,5	76,0	-113,0
129	0,086	42	10,104	10,106	10,102	4313	117,8	76,2	-108,0
130	0,084	42	10,104	10,106	10,102	4307	118,1	76,5	-103,1
131	0,084	42	10,104	10,106	10,102	4300	118,4	76,7	-98,2
132	0,081	42	10,104	10,106	10,102	4290	119,0	77,2	-98,2
133	0,083	42	10,104	10,106	10,102	4280	119,6	77,6	-98,1
134	0,083	42	10,104	10,106	10,102	4270	120,1	78,1	-78,2
135	0,081	42	10,104	10,106	10,102	4260	120,6	78,5	-58,3
136	0,082	42	10,104	10,106	10,102	4247	121,0	78,9	-63,0
137	0,081	42	10,104	10,106	10,102	4233	121,5	79,4	-67,8
138	0,080	42	10,104	10,106	10,102	4220	121,9	79,8	-72,5
139	0,079	42	10,104	10,106	10,102	4210	122,2	80,1	-72,5
140	0,078	42	10,104	10,106	10,102	4200	122,5	80,4	-72,6
141	0,078	42	10,104	10,106	10,102	4193	122,8	80,7	-90,4
142	0,080	42	10,104	10,106	10,102	4187	123,0	80,9	-108,1
143	0,078	42	10,104	10,106	10,102	4180	123,3	81,2	-125,6
144	0,077	42	10,104	10,106	10,102	4170	123,6	81,5	-108,1
145	0,077	42	10,104	10,106	10,102	4160	123,8	81,8	-90,9
146	0,078	42	10,104	10,106	10,102	4150	124,1	82,1	-100,2
147	0,076	42	10,104	10,106	10,102	4140	124,4	82,4	-109,5
148	0,076	42	10,104	10,106	10,102	4127	124,8	82,8	-96,7
149	0,074	42	10,104	10,106	10,101	4113	125,2	83,3	-84,0
150	0,075	42	10,104	10,106	10,101	4100	125,6	83,7	-71,3
151	0,074	42	10,104	10,106	10,102	4090	125,9	84,0	-62,7
152	0,074	42	10,104	10,106	10,102	4080	126,2	84,3	-54,2
153	0,074	42	10,104	10,106	10,102	4065	126,6	84,6	-54,2
154	0,074	42	10,104	10,106	10,102	4050	126,9	84,9	-54,3
155	0,073	42	10,104	10,106	10,102	4040	127,2	85,2	-63,9
156	0,073	42	10,104	10,106	10,102	4030	127,5	85,5	-73,5
157	0,073	42	10,104	10,106	10,102	4023	127,7	85,7	-82,9
158	0,073	42	10,104	10,106	10,102	4017	127,9	85,8	-92,4
159	0,072	42	10,104	10,106	10,102	4010	128,1	86,0	-101,8
160	0,074	42	10,104	10,106	10,102	4005	128,5	86,3	-101,8
161	0,072	42	10,104	10,106	10,102	4000	128,8	86,6	-101,6
162	0,071	42	10,104	10,106	10,102	3995	129,1	86,9	-77,6
163	0,071	42	10,104	10,106	10,102	3990	129,3	87,1	-53,8
164	0,071	42	10,104	10,106	10,102	4000	129,7	87,4	-60,6
165	0,071	42	10,104	10,106	10,102	4010	130,0	87,7	-67,4
166	0,071	42	10,104	10,106	10,102	4020	130,4	88,0	-74,2
167	0,069	42	10,104	10,106	10,102	4010	130,8	88,3	-78,4
168	0,070	42	10,104	10,106	10,102	4000	131,1	88,6	-82,5
169	0,069	42	10,104	10,106	10,102	4000	131,3	88,8	-82,5
170	0,069	42	10,104	10,106	10,102	4000	131,5	89,0	-82,5
171	0,069	42	10,104	10,106	10,102	4000	131,7	89,2	-82,6
172	0,069	42	10,104	10,106	10,102	4005	132,0	89,5	-97,4
173	0,069	42	10,104	10,106	10,102	4010	132,2	89,7	-112,2
174	0,068	42	10,104	10,106	10,102	4010	132,5	89,9	-118,1
175	0,069	42	10,104	10,106	10,102	4010	132,7	90,1	-123,9
176	0,067	42	10,104	10,106	10,102	4010	133,1	90,4	-124,1
177	0,068	42	10,104	10,106	10,102	4010	133,4	90,8	-124,3
178	0,068	42	10,104	10,106	10,102	4010	133,8	91,1	-124,5
179	0,067	42	10,104	10,106	10,102	4010	134,1	91,3	-124,2
180	0,067	42	10,104	10,106	10,102	4010	134,3	91,5	-123,9
181	0,066	42	10,104	10,106	10,102	4007	134,5	91,6	-120,5
182	0,067	42	10,104	10,106	10,102	4003	134,6	91,8	-117,1
183	0,066	42	10,104	10,106	10,102	4000	134,8	91,9	-113,7
184	0,066	42	10,104	10,106	10,102	4005	135,1	92,2	-113,7
185	0,066	42	10,104	10,106	10,102	4010	135,4	92,4	-113,4
186	0,067	42	10,104	10,106	10,102	4010	135,7	92,6	-83,4
187	0,066	42	10,104	10,106	10,101	4010	135,9	92,8	-53,7
188	0,068	42	10,104	10,106	10,101	4010	136,3	93,1	-53,7
189	0,066	42	10,104	10,106	10,101	4010	136,6	93,4	-53,7
190	0,066	42	10,104	10,106	10,101	4010	136,9	93,6	-57,1
191	0,064	42	10,104	10,106	10,101	4010	137,2	93,9	-60,5
192	0,064	42	10,104	10,106	10,101	4010	137,5	94,1	-63,9
193	0,064	42	10,104	10,106	10,102	4005	137,5	94,1	-63,9
194	0,064	42	10,104	10,106	10,102	4000	137,5	94,1	-64,0
195	0,065	42	10,104	10,106	10,102	4000	137,7	94,3	-73,1
196	0,066	42	10,104	10,106	10,102	4000	138,0	94,4	-82,2
197	0,064	42	10,104	10,106	10,102	4000	138,2	94,6	-91,3
198	0,064	42	10,104	10,106	10,102	4005	138,7	95,0	-91,8
199	0,064	42	10,104	10,106	10,101	4010	139,1	95,4	-92,5
200	0,065	42	10,104	10,106	10,102	4010	139,4	95,6	-113,5
201	0,064	42	10,104	10,106	10,102	4010	139,6	95,7	-134,5
202	0,064	42	10,104	10,106	10,102	4010	139,9	96,0	-107,8
203	0,063	42	10,104	10,106	10,102	4010	140,3	96,3	-81,2
204	0,063	42	10,104	10,106	10,102	4010	140,6	96,6	-54,5
